transaction_id,date,customer_id,product_id,qty,unit_price_idr,revenue_idr,channel
T16617,2024-11-14,,P11,3,12000,36000,GoFood
T16618,2024-11-14,C004,P14,5,18000,90000,Dine-In
T16619,2024-11-14,C018,P11,2,12000,24000,GoFood
T16620,2024-11-14,C016,P17,1,12000,12000,Takeaway
T16621,2024-11-14,C007,P17,4,12000,48000,GrabFood
T16622,2024-11-14,,P16,1,9000,9000,GoFood
T16623,2024-11-14,,P17,1,12000,12000,GrabFood
T16624,2024-11-14,C010,P15,2,8000,16000,Dine-In
T16625,2024-11-14,C014,P12,2,45000,90000,Dine-In
T16626,2024-11-14,,P17,1,12000,12000,ShopeeFood
T16627,2024-11-15,,P10,1,15000,15000,Takeaway
T16628,2024-11-15,,P11,3,12000,36000,Takeaway
T16629,2024-11-15,,P15,4,8000,32000,GrabFood
T16630,2024-11-15,C019,P17,3,12000,36000,Takeaway
T16631,2024-11-15,C017,P13,6,50000,300000,Dine-In
T16632,2024-11-15,C012,P15,2,8000,16000,GoFood
T16633,2024-11-15,C020,P14,2,18000,36000,Takeaway
T16634,2024-11-15,C001,P16,2,9000,18000,GoFood
T16635,2024-11-15,,P15,1,8000,8000,Dine-In
T16636,2024-11-15,C009,P16,3,9000,27000,GoFood
T16637,2024-11-15,,P17,1,12000,12000,GrabFood
T16638,2024-11-15,C016,P10,3,15000,45000,GrabFood
T16639,2024-11-15,,P16,2,9000,18000,GoFood
T16640,2024-11-15,C019,P14,4,18000,72000,GoFood
T16641,2024-11-15,,P15,2,8000,16000,GrabFood
T16642,2024-11-15,,P12,4,45000,180000,Takeaway
T16643,2024-11-15,C007,P10,2,15000,30000,Takeaway
T16644,2024-11-15,,P11,4,12000,48000,Takeaway
T16645,2024-11-15,C016,P16,3,9000,27000,GrabFood
T16646,2024-11-15,C014,P10,2,15000,30000,GrabFood
T16647,2024-11-15,C006,P16,2,9000,18000,Dine-In
T16648,2024-11-15,C004,P10,1,15000,15000,GoFood
T16649,2024-11-15,C003,P10,1,15000,15000,GrabFood
T16650,2024-11-15,C014,P14,1,18000,18000,Dine-In
T16651,2024-11-15,C001,P14,4,18000,72000,GoFood
T16652,2024-11-15,,P13,2,50000,100000,Takeaway
T16653,2024-11-15,,P12,1,45000,45000,Dine-In
T16654,2024-11-15,C001,P15,2,8000,16000,Takeaway
T16655,2024-11-15,,P10,2,15000,30000,ShopeeFood
T16656,2024-11-15,C006,P10,2,15000,30000,GoFood
T16657,2024-11-15,C011,P14,10,18000,180000,Takeaway
T16658,2024-11-15,C001,P14,4,18000,72000,ShopeeFood
T16659,2024-11-15,C012,P11,5,12000,60000,ShopeeFood
T16660,2024-11-15,,P17,3,12000,36000,GrabFood
T16661,2024-11-15,C002,P11,5,12000,60000,GrabFood
T16662,2024-11-15,C010,P14,6,18000,108000,GoFood
T16663,2024-11-15,,P10,2,15000,30000,GoFood
T16664,2024-11-15,C003,P12,4,45000,180000,GrabFood
T16665,2024-11-15,C006,P10,3,15000,45000,ShopeeFood
T16666,2024-11-15,,P12,1,45000,45000,ShopeeFood
T16667,2024-11-15,C019,P11,1,12000,12000,Takeaway
T16668,2024-11-15,C007,P16,1,9000,9000,GrabFood
T16669,2024-11-16,C012,P12,2,45000,90000,Dine-In
T16670,2024-11-16,C013,P17,1,12000,12000,Takeaway
T16671,2024-11-16,C002,P17,1,12000,12000,Dine-In
T16672,2024-11-16,,P13,4,50000,200000,GoFood
T16673,2024-11-16,,P17,2,12000,24000,GoFood
T16674,2024-11-16,C010,P17,1,12000,12000,GoFood
T16675,2024-11-16,,P10,1,15000,15000,GoFood
T16676,2024-11-16,C018,P17,2,12000,24000,Takeaway
T16677,2024-11-16,,P12,2,45000,90000,GoFood
T16678,2024-11-16,C004,P14,3,18000,54000,Dine-In
T16679,2024-11-16,,P10,2,15000,30000,GrabFood
T16680,2024-11-16,C009,P16,4,9000,36000,Dine-In
T16681,2024-11-16,C016,P16,2,9000,18000,Dine-In
T16682,2024-11-16,C011,P11,5,12000,60000,Dine-In
T16683,2024-11-16,C009,P11,6,12000,72000,Dine-In
T16684,2024-11-16,C010,P11,2,12000,24000,Takeaway
T16685,2024-11-16,C018,P11,3,12000,36000,GrabFood
T16686,2024-11-16,C001,P15,3,8000,24000,Takeaway
T16687,2024-11-16,,P16,5,9000,45000,GrabFood
T16688,2024-11-16,C019,P12,1,45000,45000,ShopeeFood
T16689,2024-11-16,C009,P16,2,9000,18000,GoFood
T16690,2024-11-16,C002,P17,3,12000,36000,Takeaway
T16691,2024-11-16,C002,P11,4,12000,48000,GrabFood
T16692,2024-11-16,C019,P13,4,50000,200000,GoFood
T16693,2024-11-16,C016,P17,1,12000,12000,Takeaway
T16694,2024-11-16,C010,P15,1,8000,8000,GoFood
T16695,2024-11-16,C001,P11,1,12000,12000,ShopeeFood
T16696,2024-11-16,C020,P14,1,18000,18000,GrabFood
T16697,2024-11-16,,P15,2,8000,16000,ShopeeFood
T16698,2024-11-16,C011,P10,6,15000,90000,ShopeeFood
T16699,2024-11-16,,P16,5,9000,45000,Takeaway
T16700,2024-11-16,,P14,2,18000,36000,GrabFood
T16701,2024-11-16,C005,P15,5,8000,40000,GoFood
T16702,2024-11-16,C007,P12,1,45000,45000,Dine-In
T16703,2024-11-16,,P16,4,9000,36000,GoFood
T16704,2024-11-16,C011,P12,3,45000,135000,ShopeeFood
T16705,2024-11-16,,P14,3,18000,54000,Takeaway
T16706,2024-11-16,C001,P14,3,18000,54000,Takeaway
T16707,2024-11-16,,P14,2,18000,36000,Dine-In
T16708,2024-11-16,C004,P11,5,12000,60000,Dine-In
T16709,2024-11-16,C005,P11,4,12000,48000,GrabFood
T16710,2024-11-16,C012,P12,4,45000,180000,Takeaway
T16711,2024-11-16,,P16,1,9000,9000,GrabFood
T16712,2024-11-16,,P10,3,15000,45000,GoFood
T16713,2024-11-16,,P17,1,12000,12000,GoFood
T16714,2024-11-16,C006,P10,5,15000,75000,Dine-In
T16715,2024-11-16,C004,P15,2,8000,16000,GoFood
T16716,2024-11-16,,P17,3,12000,36000,Takeaway
T16717,2024-11-16,C018,P14,2,18000,36000,GoFood
T16718,2024-11-16,,P15,2,8000,16000,GrabFood
T16719,2024-11-16,C012,P14,1,18000,18000,Dine-In
T16720,2024-11-16,C005,P12,3,45000,135000,Dine-In
T16721,2024-11-16,C011,P16,3,9000,27000,GoFood
T16722,2024-11-16,C007,P17,1,12000,12000,Dine-In
T16723,2024-11-16,C009,P14,2,18000,36000,Takeaway
T16724,2024-11-16,C013,P15,1,8000,8000,GrabFood
T16725,2024-11-16,C002,P12,3,45000,135000,Dine-In
T16726,2024-11-16,C017,P10,1,15000,15000,Dine-In
T16727,2024-11-16,C014,P10,2,15000,30000,Dine-In
T16728,2024-11-16,C008,P14,1,18000,18000,ShopeeFood
T16729,2024-11-16,C018,P15,3,8000,24000,GoFood
T16730,2024-11-16,C004,P15,1,8000,8000,Dine-In
T16731,2024-11-16,C003,P16,1,9000,9000,Takeaway
T16732,2024-11-16,C007,P16,2,9000,18000,Dine-In
T16733,2024-11-16,C005,P13,2,50000,100000,GrabFood
T16734,2024-11-16,C002,P10,2,15000,30000,GrabFood
T16735,2024-11-16,C010,P10,1,15000,15000,Takeaway
T16736,2024-11-16,C018,P14,1,18000,18000,Dine-In
T16737,2024-11-16,C014,P10,2,15000,30000,Dine-In
T16738,2024-11-16,C015,P12,1,45000,45000,ShopeeFood
T16739,2024-11-16,C019,P15,2,8000,16000,Takeaway
T16740,2024-11-16,C009,P12,2,45000,90000,GoFood
T16741,2024-11-16,,P17,1,12000,12000,Takeaway
T16742,2024-11-16,C019,P15,2,8000,16000,GoFood
T16743,2024-11-17,C011,P16,3,9000,27000,GoFood
T16744,2024-11-17,C008,P12,1,45000,45000,ShopeeFood
T16745,2024-11-17,C003,P12,1,45000,45000,GoFood
T16746,2024-11-17,,P16,1,9000,9000,GoFood
T16747,2024-11-17,,P17,3,12000,36000,ShopeeFood
T16748,2024-11-17,C018,P12,2,45000,90000,GrabFood
T16749,2024-11-17,C004,P12,2,45000,90000,GrabFood
T16750,2024-11-17,,P11,6,12000,72000,ShopeeFood
T16751,2024-11-17,C012,P11,1,12000,12000,GrabFood
T16752,2024-11-17,C010,P13,1,50000,50000,GoFood
T16753,2024-11-17,C014,P14,4,18000,72000,GoFood
T16754,2024-11-17,C008,P14,2,18000,36000,GoFood
T16755,2024-11-17,,P15,1,8000,8000,Takeaway
T16756,2024-11-17,,P17,1,12000,12000,Takeaway
T16757,2024-11-17,C007,P14,2,18000,36000,GrabFood
T16758,2024-11-17,,P13,1,50000,50000,Dine-In
T16759,2024-11-17,C011,P11,5,12000,60000,Takeaway
T16760,2024-11-17,C003,P16,2,9000,18000,Takeaway
T16761,2024-11-17,,P15,3,8000,24000,GrabFood
T16762,2024-11-17,,P13,1,50000,50000,Dine-In
T16763,2024-11-17,,P10,1,15000,15000,Dine-In
T16764,2024-11-17,C011,P10,8,15000,120000,Dine-In
T16765,2024-11-17,C006,P14,1,18000,18000,Takeaway
T16766,2024-11-17,,P15,1,8000,8000,Takeaway
T16767,2024-11-17,,P10,1,15000,15000,GrabFood
T16768,2024-11-17,C009,P13,2,50000,100000,GoFood
T16769,2024-11-17,,P14,3,18000,54000,GoFood
T16770,2024-11-17,,P15,2,8000,16000,GoFood
T16771,2024-11-17,C005,P11,4,12000,48000,Takeaway
T16772,2024-11-17,,P14,2,18000,36000,Dine-In
T16773,2024-11-17,C004,P11,1,12000,12000,ShopeeFood
T16774,2024-11-17,C013,P17,1,12000,12000,Dine-In
T16775,2024-11-17,,P10,2,15000,30000,Takeaway
T16776,2024-11-17,C006,P16,2,9000,18000,Dine-In
T16777,2024-11-17,C017,P12,4,45000,180000,GoFood
T16778,2024-11-17,C017,P14,2,18000,36000,Dine-In
T16779,2024-11-17,C007,P11,3,12000,36000,Takeaway
T16780,2024-11-17,C005,P16,3,9000,27000,Takeaway
T16781,2024-11-17,C019,P13,2,50000,100000,Dine-In
T16782,2024-11-17,C017,P16,5,9000,45000,GoFood
T16783,2024-11-17,,P12,2,45000,90000,Dine-In
T16784,2024-11-17,C017,P14,2,18000,36000,Dine-In
T16785,2024-11-17,C019,P16,5,9000,45000,GoFood
T16786,2024-11-17,C014,P16,5,9000,45000,GoFood
T16787,2024-11-17,,P11,1,12000,12000,Dine-In
T16788,2024-11-17,,P12,1,45000,45000,Dine-In
T16789,2024-11-17,C015,P10,2,15000,30000,Dine-In
T16790,2024-11-17,C013,P16,4,9000,36000,Takeaway
T16791,2024-11-17,C013,P17,2,12000,24000,Takeaway
T16792,2024-11-17,C011,P14,6,18000,108000,ShopeeFood
T16793,2024-11-17,,P12,2,45000,90000,Dine-In
T16794,2024-11-17,,P14,1,18000,18000,GrabFood
T16795,2024-11-17,C014,P16,2,9000,18000,GrabFood
T16796,2024-11-17,C003,P15,4,8000,32000,Takeaway
T16797,2024-11-17,,P15,2,8000,16000,Takeaway
T16798,2024-11-17,C013,P11,4,12000,48000,GoFood
T16799,2024-11-17,C015,P16,1,9000,9000,Dine-In
T16800,2024-11-17,,P14,2,18000,36000,ShopeeFood
T16801,2024-11-17,C007,P15,1,8000,8000,GoFood
T16802,2024-11-17,,P12,1,45000,45000,GoFood
T16803,2024-11-17,,P10,1,15000,15000,ShopeeFood
T16804,2024-11-17,C018,P14,1,18000,18000,GrabFood
T16805,2024-11-17,,P13,3,50000,150000,Dine-In
T16806,2024-11-17,,P10,2,15000,30000,GoFood
T16807,2024-11-17,,P14,4,18000,72000,Dine-In
T16808,2024-11-17,,P10,1,15000,15000,ShopeeFood
T16809,2024-11-17,,P14,2,18000,36000,Dine-In
T16810,2024-11-17,C012,P15,5,8000,40000,GoFood
T16811,2024-11-17,C013,P12,2,45000,90000,Takeaway
T16812,2024-11-17,C008,P14,2,18000,36000,Dine-In
T16813,2024-11-17,,P11,2,12000,24000,GoFood
T16814,2024-11-17,C001,P17,1,12000,12000,GrabFood
T16815,2024-11-17,,P17,3,12000,36000,GrabFood
T16816,2024-11-17,C017,P15,2,8000,16000,Dine-In
T16817,2024-11-17,C005,P16,2,9000,18000,Takeaway
T16818,2024-11-17,C010,P15,6,8000,48000,Takeaway
T16819,2024-11-17,C001,P16,4,9000,36000,Takeaway
T16820,2024-11-17,C020,P10,5,15000,75000,Takeaway
T16821,2024-11-17,C016,P16,1,9000,9000,Dine-In
T16822,2024-11-17,C017,P12,2,45000,90000,GrabFood
T16823,2024-11-17,,P17,2,12000,24000,ShopeeFood
T16824,2024-11-17,C012,P14,1,18000,18000,Dine-In
T16825,2024-11-17,,P13,2,50000,100000,ShopeeFood
T16826,2024-11-17,,P16,2,9000,18000,GoFood
T16827,2024-11-17,,P17,1,12000,12000,GrabFood
T16828,2024-11-17,C009,P17,1,12000,12000,GrabFood
T16829,2024-11-17,C009,P14,2,18000,36000,Dine-In
T16830,2024-11-18,C014,P13,2,50000,100000,Dine-In
T16831,2024-11-18,,P10,6,15000,90000,Takeaway
T16832,2024-11-18,,P17,1,12000,12000,GoFood
T16833,2024-11-18,C017,P15,2,8000,16000,Dine-In
T16834,2024-11-18,,P10,6,15000,90000,GrabFood
T16835,2024-11-18,C014,P16,5,9000,45000,GoFood
T16836,2024-11-18,C007,P11,1,12000,12000,GrabFood
T16837,2024-11-18,C005,P17,4,12000,48000,Takeaway
T16838,2024-11-18,C013,P17,5,12000,60000,Takeaway
T16839,2024-11-18,,P10,3,15000,45000,GrabFood
T16840,2024-11-18,C004,P10,1,15000,15000,Dine-In
T16841,2024-11-18,,P12,3,45000,135000,ShopeeFood
T16842,2024-11-18,C011,P12,6,45000,270000,GoFood
T16843,2024-11-18,C002,P15,5,8000,40000,Dine-In
T16844,2024-11-18,C002,P11,1,12000,12000,Takeaway
T16845,2024-11-18,C015,P13,4,50000,200000,GoFood
T16846,2024-11-18,C015,P14,1,18000,18000,Takeaway
T16847,2024-11-18,,P12,3,45000,135000,GrabFood
T16848,2024-11-18,C006,P15,1,8000,8000,GoFood
T16849,2024-11-18,,P13,2,50000,100000,GoFood
T16850,2024-11-18,,P12,1,45000,45000,GoFood
T16851,2024-11-18,,P17,3,12000,36000,Dine-In
T16852,2024-11-18,C019,P10,2,15000,30000,GrabFood
T16853,2024-11-18,C018,P14,2,18000,36000,GrabFood
T16854,2024-11-18,C005,P10,1,15000,15000,GrabFood
T16855,2024-11-18,C012,P11,3,12000,36000,GoFood
T16856,2024-11-18,C019,P17,3,12000,36000,Dine-In
T16857,2024-11-18,C012,P13,1,50000,50000,Dine-In
T16858,2024-11-18,C004,P17,4,12000,48000,ShopeeFood
T16859,2024-11-18,C013,P16,3,9000,27000,Dine-In
T16860,2024-11-18,C017,P17,5,12000,60000,GoFood
T16861,2024-11-18,,P11,1,12000,12000,Dine-In
T16862,2024-11-18,C016,P15,1,8000,8000,GoFood
T16863,2024-11-18,C003,P15,3,8000,24000,Dine-In
T16864,2024-11-18,C007,P13,3,50000,150000,Takeaway
T16865,2024-11-18,C020,P17,6,12000,72000,GrabFood
T16866,2024-11-18,,P11,1,12000,12000,GoFood
T16867,2024-11-18,C001,P17,3,12000,36000,GoFood
T16868,2024-11-18,C019,P14,2,18000,36000,GoFood
T16869,2024-11-18,,P17,1,12000,12000,Dine-In
T16870,2024-11-18,C015,P16,4,9000,36000,GoFood
T16871,2024-11-19,C006,P17,2,12000,24000,Dine-In
T16872,2024-11-19,C004,P17,2,12000,24000,GoFood
T16873,2024-11-19,C015,P14,2,18000,36000,GoFood
T16874,2024-11-19,C009,P13,2,50000,100000,GoFood
T16875,2024-11-19,C009,P16,3,9000,27000,Takeaway
T16876,2024-11-19,C012,P17,1,12000,12000,GrabFood
T16877,2024-11-19,C006,P11,4,12000,48000,GoFood
T16878,2024-11-19,C005,P17,1,12000,12000,GrabFood
T16879,2024-11-19,,P11,2,12000,24000,Takeaway
T16880,2024-11-19,C005,P13,6,50000,300000,GoFood
T16881,2024-11-19,C013,P11,3,12000,36000,Dine-In
T16882,2024-11-19,C018,P14,1,18000,18000,Takeaway
T16883,2024-11-19,C020,P11,1,12000,12000,GoFood
T16884,2024-11-19,C004,P11,3,12000,36000,GrabFood
T16885,2024-11-19,C005,P15,2,8000,16000,GrabFood
T16886,2024-11-19,,P13,1,50000,50000,Dine-In
T16887,2024-11-19,C013,P16,2,9000,18000,ShopeeFood
T16888,2024-11-19,C018,P11,1,12000,12000,GoFood
T16889,2024-11-19,C019,P13,3,50000,150000,GoFood
T16890,2024-11-19,C020,P16,2,9000,18000,GoFood
T16891,2024-11-19,C016,P12,3,45000,135000,Dine-In
T16892,2024-11-19,C011,P13,4,50000,200000,GrabFood
T16893,2024-11-19,C015,P15,3,8000,24000,Dine-In
T16894,2024-11-19,,P17,1,12000,12000,GrabFood
T16895,2024-11-19,C001,P11,3,12000,36000,GoFood
T16896,2024-11-19,C012,P12,1,45000,45000,GrabFood
T16897,2024-11-19,C015,P15,6,8000,48000,Takeaway
T16898,2024-11-19,C015,P12,4,45000,180000,Dine-In
T16899,2024-11-19,,P13,1,50000,50000,GrabFood
T16900,2024-11-19,,P17,4,12000,48000,Takeaway
T16901,2024-11-19,,P13,2,50000,100000,GrabFood
T16902,2024-11-19,C004,P14,1,18000,18000,GrabFood
T16903,2024-11-19,,P12,1,45000,45000,Takeaway
T16904,2024-11-20,,P12,5,45000,225000,GoFood
T16905,2024-11-20,C003,P13,2,50000,100000,Dine-In
T16906,2024-11-20,,P17,6,12000,72000,GrabFood
T16907,2024-11-20,C008,P11,1,12000,12000,GoFood
T16908,2024-11-20,C019,P13,1,50000,50000,ShopeeFood
T16909,2024-11-20,,P17,2,12000,24000,Takeaway
T16910,2024-11-20,C014,P17,4,12000,48000,GoFood
T16911,2024-11-20,C010,P16,5,9000,45000,Dine-In
T16912,2024-11-20,C008,P12,1,45000,45000,Takeaway
T16913,2024-11-20,C014,P13,1,50000,50000,Takeaway
T16914,2024-11-20,C016,P11,1,12000,12000,GoFood
T16915,2024-11-20,,P14,4,18000,72000,Dine-In
T16916,2024-11-20,C009,P13,3,50000,150000,GrabFood
T16917,2024-11-20,,P15,3,8000,24000,GoFood
T16918,2024-11-20,C009,P17,1,12000,12000,GoFood
T16919,2024-11-20,C019,P11,2,12000,24000,GoFood
T16920,2024-11-20,C017,P17,4,12000,48000,GrabFood
T16921,2024-11-20,C005,P12,3,45000,135000,GoFood
T16922,2024-11-20,C002,P14,2,18000,36000,GoFood
T16923,2024-11-20,,P17,1,12000,12000,GrabFood
T16924,2024-11-20,C011,P15,4,8000,32000,GrabFood
T16925,2024-11-20,C003,P15,2,8000,16000,ShopeeFood
T16926,2024-11-20,,P14,1,18000,18000,GoFood
T16927,2024-11-20,C009,P14,1,18000,18000,GoFood
T16928,2024-11-20,C003,P10,2,15000,30000,Dine-In
T16929,2024-11-20,C011,P11,10,12000,120000,Takeaway
T16930,2024-11-20,C009,P10,2,15000,30000,GoFood
T16931,2024-11-20,C010,P13,2,50000,100000,Takeaway
T16932,2024-11-20,C015,P15,4,8000,32000,Dine-In
T16933,2024-11-20,,P15,1,8000,8000,GrabFood
T16934,2024-11-20,,P17,1,12000,12000,GoFood
T16935,2024-11-20,,P17,1,12000,12000,Takeaway
T16936,2024-11-20,C010,P14,2,18000,36000,GoFood
T16937,2024-11-20,,P11,2,12000,24000,Dine-In
T16938,2024-11-20,,P12,2,45000,90000,Dine-In
T16939,2024-11-20,C008,P11,1,12000,12000,ShopeeFood
T16940,2024-11-20,,P16,2,9000,18000,Dine-In
T16941,2024-11-20,,P11,1,12000,12000,GrabFood
T16942,2024-11-20,C006,P13,1,50000,50000,Dine-In
T16943,2024-11-20,C006,P15,1,8000,8000,GrabFood
T16944,2024-11-20,C019,P10,5,15000,75000,ShopeeFood
T16945,2024-11-20,C005,P11,3,12000,36000,GoFood
T16946,2024-11-20,C018,P13,1,50000,50000,GrabFood
T16947,2024-11-20,,P15,3,8000,24000,GoFood
T16948,2024-11-20,C020,P17,2,12000,24000,Takeaway
T16949,2024-11-20,C008,P13,3,50000,150000,GrabFood
T16950,2024-11-20,,P15,2,8000,16000,GoFood
T16951,2024-11-20,C001,P16,1,9000,9000,Takeaway
T16952,2024-11-20,C005,P16,5,9000,45000,GrabFood
T16953,2024-11-21,C006,P15,1,8000,8000,GoFood
T16954,2024-11-21,C002,P13,3,50000,150000,GrabFood
T16955,2024-11-21,C005,P11,2,12000,24000,GoFood
T16956,2024-11-21,C004,P10,2,15000,30000,Takeaway
T16957,2024-11-21,C005,P17,6,12000,72000,GoFood
T16958,2024-11-21,C020,P14,1,18000,18000,ShopeeFood
T16959,2024-11-21,C014,P16,2,9000,18000,Takeaway
T16960,2024-11-21,,P14,2,18000,36000,Takeaway
T16961,2024-11-21,C005,P17,2,12000,24000,GrabFood
T16962,2024-11-21,C005,P12,4,45000,180000,Dine-In
T16963,2024-11-21,C017,P13,3,50000,150000,GrabFood
T16964,2024-11-21,C019,P17,2,12000,24000,GrabFood
T16965,2024-11-21,C008,P17,1,12000,12000,GoFood
T16966,2024-11-21,,P16,1,9000,9000,Dine-In
T16967,2024-11-21,C020,P12,1,45000,45000,Dine-In
T16968,2024-11-21,,P11,1,12000,12000,Dine-In
T16969,2024-11-21,C007,P12,3,45000,135000,GrabFood
T16970,2024-11-21,C015,P15,3,8000,24000,Takeaway
T16971,2024-11-21,C010,P14,1,18000,18000,Dine-In
T16972,2024-11-21,C017,P13,2,50000,100000,ShopeeFood
T16973,2024-11-21,C003,P13,1,50000,50000,Dine-In
T16974,2024-11-21,C009,P12,2,45000,90000,GoFood
T16975,2024-11-21,C006,P15,1,8000,8000,Dine-In
T16976,2024-11-21,C007,P14,2,18000,36000,Dine-In
T16977,2024-11-21,,P11,1,12000,12000,GoFood
T16978,2024-11-21,C005,P11,4,12000,48000,GoFood
T16979,2024-11-21,C003,P13,4,50000,200000,GrabFood
T16980,2024-11-21,C002,P10,5,15000,75000,GoFood
T16981,2024-11-21,C017,P16,1,9000,9000,Takeaway
T16982,2024-11-21,C002,P16,2,9000,18000,Dine-In
T16983,2024-11-21,,P17,6,12000,72000,ShopeeFood
T16984,2024-11-21,C005,P10,1,15000,15000,ShopeeFood
T16985,2024-11-21,C014,P16,2,9000,18000,GoFood
T16986,2024-11-22,,P15,5,8000,40000,GoFood
T16987,2024-11-22,C013,P13,5,50000,250000,Takeaway
T16988,2024-11-22,C014,P16,1,9000,9000,Dine-In
T16989,2024-11-22,C008,P15,2,8000,16000,GrabFood
T16990,2024-11-22,C003,P12,2,45000,90000,GoFood
T16991,2024-11-22,C010,P17,4,12000,48000,GrabFood
T16992,2024-11-22,,P13,1,50000,50000,Takeaway
T16993,2024-11-22,,P11,2,12000,24000,GrabFood
T16994,2024-11-22,C018,P15,2,8000,16000,GoFood
T16995,2024-11-22,C013,P10,2,15000,30000,Takeaway
T16996,2024-11-22,C018,P10,2,15000,30000,GrabFood
T16997,2024-11-22,C014,P10,2,15000,30000,Dine-In
T16998,2024-11-22,C018,P16,3,9000,27000,GoFood
T16999,2024-11-22,,P11,3,12000,36000,GoFood
T17000,2024-11-22,C012,P11,6,12000,72000,GoFood
T17001,2024-11-22,C012,P10,5,15000,75000,Takeaway
T17002,2024-11-22,C006,P16,1,9000,9000,GrabFood
T17003,2024-11-22,,P10,1,15000,15000,Takeaway
T17004,2024-11-22,C013,P11,2,12000,24000,Dine-In
T17005,2024-11-22,C014,P15,1,8000,8000,GoFood
T17006,2024-11-22,C007,P17,5,12000,60000,GoFood
T17007,2024-11-22,,P16,4,9000,36000,GoFood
T17008,2024-11-22,C009,P10,6,15000,90000,GoFood
T17009,2024-11-22,,P16,1,9000,9000,Takeaway
T17010,2024-11-22,,P11,2,12000,24000,GoFood
T17011,2024-11-22,,P17,1,12000,12000,GoFood
T17012,2024-11-22,C009,P13,2,50000,100000,GrabFood
T17013,2024-11-22,,P13,4,50000,200000,Dine-In
T17014,2024-11-22,,P12,5,45000,225000,GrabFood
T17015,2024-11-22,,P11,1,12000,12000,Dine-In
T17016,2024-11-22,C019,P16,1,9000,9000,GoFood
T17017,2024-11-22,,P13,1,50000,50000,GrabFood
T17018,2024-11-22,C017,P10,2,15000,30000,GoFood
T17019,2024-11-22,C005,P14,2,18000,36000,GoFood
T17020,2024-11-22,C007,P12,2,45000,90000,GrabFood
T17021,2024-11-22,C006,P11,2,12000,24000,GrabFood
T17022,2024-11-22,,P13,3,50000,150000,GoFood
T17023,2024-11-23,C012,P10,3,15000,45000,GrabFood
T17024,2024-11-23,C016,P12,2,45000,90000,Dine-In
T17025,2024-11-23,C007,P15,3,8000,24000,ShopeeFood
T17026,2024-11-23,C020,P11,5,12000,60000,Takeaway
T17027,2024-11-23,C014,P14,4,18000,72000,GoFood
T17028,2024-11-23,,P10,1,15000,15000,Dine-In
T17029,2024-11-23,C010,P17,2,12000,24000,Takeaway
T17030,2024-11-23,C019,P10,1,15000,15000,GoFood
T17031,2024-11-23,C014,P15,2,8000,16000,Dine-In
T17032,2024-11-23,C004,P12,4,45000,180000,Takeaway
T17033,2024-11-23,C013,P10,1,15000,15000,Takeaway
T17034,2024-11-23,C003,P15,3,8000,24000,GoFood
T17035,2024-11-23,C006,P12,2,45000,90000,GoFood
T17036,2024-11-23,,P12,1,45000,45000,Dine-In
T17037,2024-11-23,C010,P14,2,18000,36000,Takeaway
T17038,2024-11-23,C005,P17,1,12000,12000,Takeaway
T17039,2024-11-23,C015,P13,5,50000,250000,Takeaway
T17040,2024-11-23,C020,P17,1,12000,12000,Takeaway
T17041,2024-11-23,C019,P12,6,45000,270000,Takeaway
T17042,2024-11-23,,P16,1,9000,9000,Dine-In
T17043,2024-11-23,C005,P13,2,50000,100000,GoFood
T17044,2024-11-23,C011,P12,5,45000,225000,GoFood
T17045,2024-11-23,,P16,2,9000,18000,GrabFood
T17046,2024-11-23,C017,P13,2,50000,100000,GrabFood
T17047,2024-11-23,,P17,1,12000,12000,GoFood
T17048,2024-11-23,C016,P15,5,8000,40000,ShopeeFood
T17049,2024-11-23,C018,P15,2,8000,16000,Dine-In
T17050,2024-11-23,,P10,4,15000,60000,GoFood
T17051,2024-11-23,C006,P14,2,18000,36000,GoFood
T17052,2024-11-23,C014,P17,1,12000,12000,Dine-In
T17053,2024-11-23,,P12,1,45000,45000,Takeaway
T17054,2024-11-23,C007,P13,1,50000,50000,Takeaway
T17055,2024-11-23,C013,P11,1,12000,12000,ShopeeFood
T17056,2024-11-23,,P15,1,8000,8000,GoFood
T17057,2024-11-23,C003,P12,1,45000,45000,GoFood
T17058,2024-11-23,C006,P14,2,18000,36000,GrabFood
T17059,2024-11-23,,P15,3,8000,24000,Dine-In
T17060,2024-11-23,,P14,2,18000,36000,GoFood
T17061,2024-11-23,,P13,6,50000,300000,GoFood
T17062,2024-11-23,C020,P12,2,45000,90000,ShopeeFood
T17063,2024-11-23,C017,P12,2,45000,90000,Dine-In
T17064,2024-11-23,,P11,2,12000,24000,GoFood
T17065,2024-11-23,C013,P15,2,8000,16000,GoFood
T17066,2024-11-23,C004,P12,3,45000,135000,GoFood
T17067,2024-11-23,C001,P11,2,12000,24000,Dine-In
T17068,2024-11-23,C004,P10,1,15000,15000,GoFood
T17069,2024-11-23,C001,P12,6,45000,270000,GoFood
T17070,2024-11-23,,P14,1,18000,18000,Takeaway
T17071,2024-11-23,,P17,2,12000,24000,GrabFood
T17072,2024-11-23,C005,P14,2,18000,36000,ShopeeFood
T17073,2024-11-23,C003,P12,1,45000,45000,Dine-In
T17074,2024-11-23,,P17,1,12000,12000,GoFood
T17075,2024-11-23,C013,P16,3,9000,27000,GoFood
T17076,2024-11-23,C013,P16,1,9000,9000,GrabFood
T17077,2024-11-23,C015,P11,6,12000,72000,Takeaway
