transaction_id,date,customer_id,product_id,qty,unit_price,revenue,channel
T29143,2025-07-02,,P11,2,12000,24000,dine-in
T04702,09-Apr-2024,C009,P17,6,12000,72000,Dine In 
T33064,2025-09-10,C020,P17,2,12000,24000,takeaway 
T21458,2025-02-09,C001,P17,2,12000,24000,GOFOOD
T07497,02-Jun-2024,,P15,1,8000,8000,GrabFood
T27323,04/06/2025,C008,P15,1,8000,8000,Takeaway
T14048,24-09-2024,C010,P11,1,12000,12000,Take Away
T29823,2025-07-13,C015,P14,2,18000,36000,gofood
T22334,01-Mar-2025,C002,P11,4,12000,48000,DINE IN
T04338,01-04-2024,C010,P16,1,9000,9000,Go-Food
T37797,08-Dec-2025,C005,P12,6,Rp 45.000,270000,SHOPEEFOOD
T23685,27/03/2025,C007,P12,4,45000,180000,Takeaway
T20248,2025-01-14,N/A,P14,3,18000,54000,Shopee Food
T36495,16-Nov-2025,C004,P13,2,50000,100000,Go-Food
T04854,13-Apr-2024,C003,P14,3,18000,54000,dine-in
T22903,12-03-2025,,P10,2,15000,30000,GOFOOD
T09786,2024-07-08,,P15,3,8000,24000,DINE IN
T13244,07/09/2024,,P10,1,Rp 15.000,15000,DINE IN
T39242,28/12/2025,C011,P13,6,50000,300000,Dine-In
T27584,08-06-2025,,P11,3,12000,36000,GoFood
T32432,2025-08-29,C017,P17,6,12000,72000,Takeaway
T23619,25-Mar-2025,,P16,1,9000,9000,GOFOOD
T05502,26-04-2024,C020,P14,2,18000,36000,GoFood
T03297,12-Mar-2024,,P14,3,18000,54000,Dine-In
T11808,10-Aug-2024,-,P15,1,8000,,GRABFOOD
T03229,10-03-2024,c002,P14,4,18000,72000,GRABFOOD
T19268,26-Dec-2024,C010,P12,1,45000,45000,Dine-In
T19958,08-Jan-2025,,P13,4,50000,200000,GoFood
T30476,23/07/2025,C013,P12,2,45000,90000,ShopeeFood
T09921,10-07-2024,C019,P10,2,15000,30000,Takeaway
T10328,16/07/2024,C009,P16,1,9000,,Go-Food
T10989,27-07-2024,C013,P12,2,45000,90000,GRABFOOD
T02822,03-Mar-2024,C006,P12,2,45000,90000,Grab Food
T26228,15/05/2025,N/A,P11,2,12000,24000,ShopeeFood
T12563,2024-08-25,C013,P16,3,9000,27000,Dine-In
T32363,2025-08-27,,P16,3,9000,27000,GRABFOOD
T02147,18-Feb-2024,C018,P13,2,50000,,GOFOOD
T04407,03-Apr-2024,C010,P11,1,12000,12000,GOFOOD
T19578,29/12/2024,C007,P14,3,18000,54000,ShopeeFood
T17768,2024-12-05,C016,P16,1,9000,9000,Go-Food
T09783,08/07/2024,C019,P15,2,8000,16000,Dine In 
T09306,30/06/2024,C006,P14,2,18000,36000,Dine-In
T22512,03-Mar-2025,-,P15,2,Rp 8.000,16000,dine-in
T03984,25-03-2024,C010,P17,6,12000,72000,TAKEAWAY
T34676,11/10/2025,,P12,1 pcs,45000,45000,Take Away
T16439,2024-11-10,C020,P13,1,50000,50000,GOFOOD
T29761,2025-07-12,C018,P16,2 pcs,Rp 9.000,18000,Go-Food
T27898,14-Jun-2025,C011,P12,5,45000,225000,Grab Food
T03976,25/03/2024,C008,P14,3,18000,54000,GoFood
T36346,14-Nov-2025,,P17,3,12000,36000,TAKEAWAY
T13804,19-Sep-2024,C005,P17,2,12000,24000,GOFOOD
T28110,2025-06-16,N/A,P13,1,50000,50000,takeaway 
T35253,24-Oct-2025,C014,P11,1,12000,12000,TAKEAWAY
T28873,28/06/2025,C007,P12,2,45000,90000,GOFOOD
T24496,12/04/2025,-,P13,1,50000,,GRABFOOD
T07084,26/05/2024,C001,P17,2,Rp 12.000,24000,TAKEAWAY
T05320,21-Apr-2024,C002,P16,2,9000,18000,GoFood
T31625,12/08/2025,C011,P17,7,12000,84000,takeaway 
T08676,21-Jun-2024,C003,P10,1,15000,15000,Takeaway
T11590,2024-08-04,C013,P13,2,50000,100000,Dine In 
T17301,27-Nov-2024,C002,P13,2,50000,,Grab Food
T16106,2024-11-03,C003,P17,5,12000,60000,TAKEAWAY
T29470,2025-07-08,C009,P12,2,45000,90000,DINE IN
T01553,05/02/2024,C002,P17,1,12000,12000,GrabFood
T39302,29/12/2025,,P17,1,12000,12000,GoFood
T06324,2024-05-11,C003,P10,3,15000,45000,takeaway 
T32710,02-Sep-2025,-,P16,2,9000,18000,Takeaway
T06159,08-May-2024,C006,P16,2,Rp 9.000,18000,Grab Food
T26881,2025-05-27,C016,P17,2,Rp 12.000,24000,TAKEAWAY
T28209,18-06-2025,C017,P12,1,45000,45000,GOFOOD
T14434,01-10-2024,-,P14,2,18000,36000,GoFood
T23462,23/03/2025,,P12,2,45000,90000,SHOPEEFOOD
T04040,2024-03-27,C011,P17,7,12000,84000,GoFood
T27953,14-06-2025,C018,P16,4,9000,36000,Take Away
T19135,24-12-2024,N/A,P15,1,8000,8000,Take Away
T32392,28-08-2025,C018,P14,4,18000,72000,dine-in
T31642,2025-08-12,,P13,1,50000,50000,GOFOOD
T22825,09/03/2025,C014,P12,1,45000,45000,SHOPEEFOOD
T07237,29/05/2024,,P14,3,Rp 18.000,54000,ShopeeFood
T29540,2025-07-09,C007,P11,1,12000,12000,SHOPEEFOOD
T28171,17-06-2025,,P13,2 pcs,50000,,GoFood
T18372,14/12/2024,C010,P11,3,12000,36000,Shopee Food
T36096,09-Nov-2025,c006,P11,4,12000,48000,dine-in
T08465,17/06/2024,,P13,3,50000,150000,Dine In 
T19709,2025-01-01,C015,P17,1,12000,12000,ShopeeFood
T32435,29/08/2025,,P13,3,50000,150000,Dine In 
T04304,31-Mar-2024,C001,P10,4,Rp 15.000,60000,SHOPEEFOOD
T17517,01-Dec-2024,C009,P10,3,15000,45000,DINE IN
T20749,26-Jan-2025,,P16,2,9000,18000,GOFOOD
T15978,01-11-2024,,P13,2,50000,100000,Go-Food
T23158,16-03-2025,,P16,1,9000,9000,dine-in
T24573,13-04-2025,C012,P14,1,18000,18000,DINE IN
T09159,2024-06-29,C017,P12,2,45000,90000,Grab Food
T22254,2025-02-27,C016,P10,4 pcs,Rp 15.000,60000,dine-in
T05525,26/04/2024,C011,P10,6,15000,90000,GoFood
T29432,2025-07-07,C011,P13,5,50000,250000,Grab Food
T23207,2025-03-17,C016,P13,1 pcs,50000,50000,Dine-In
T35303,25-Oct-2025,,P11,2,12000,24000,Takeaway
T08653,21-Jun-2024,-,P13,2,50000,100000,GrabFood
T28247,19/06/2025,c012,P11,3,12000,36000,GoFood
T20142,11/01/2025,C005,P14,1,18000,18000,takeaway 
T00710,18/01/2024,C018,P16,4 pcs,9000,36000,GOFOOD
T29729,12-07-2025,C012,P14,1,18000,18000,gofood
T33275,14-Sep-2025,,P14,2,18000,36000,Takeaway
T16207,06-Nov-2024,C007,P13,1,50000,50000,TAKEAWAY
T25689,04/05/2025,C005,P12,2,45000,90000,Takeaway
T09121,28/06/2024,C018,P15,1,Rp 8.000,8000,GrabFood
T37610,2025-12-06,,P13,1 pcs,50000,50000,Grab Food
T17655,2024-12-03,,P11,3,12000,36000,GoFood
T30135,18-07-2025,-,P14,4,18000,72000,Take Away
T09680,07-Jul-2024,C012,P13,3,50000,150000,Takeaway
T30858,28-Jul-2025,C001,P16,6,9000,,dine-in
T29596,10-Jul-2025,C001,P11,1,12000,12000,TAKEAWAY
T35798,03-11-2025,C015,P10,1,15000,15000,Go-Food
T11685,07-Aug-2024,C019,P12,2,45000,90000,gofood
T25064,22/04/2025,N/A,P16,1,9000,9000,Take Away
T05306,21-04-2024,C011,P11,5,Rp 12.000,60000,gofood
T02775,02-03-2024,C006,P11,1,12000,12000,SHOPEEFOOD
T32794,2025-09-04,C019,P15,3,8000,24000,GrabFood
T12323,2024-08-20,-,P14,3,18000,54000,Takeaway
T34184,02-Oct-2025,C020,P14,1,18000,,dine-in
T10701,21-Jul-2024,C002,P16,2,9000,,Dine-In
T02679,29/02/2024,,P17,1,12000,12000,GrabFood
T07505,02-06-2024,C012,P16,4,9000,36000,Dine In 
T32168,23/08/2025,N/A,P16,2,9000,18000,DINE IN
T38739,21/12/2025,N/A,P16,1,9000,9000,GOFOOD
T30006,16/07/2025,-,P11,5,12000,60000,Takeaway
T17669,03/12/2024,C002,P14,1,18000,18000,Dine In 
T37035,28-11-2025,C004,P14,4,18000,72000,takeaway 
T26546,21/05/2025,c016,P12,1,45000,45000,Go-Food
T18561,15/12/2024,C016,P15,4,8000,32000,Go-Food
T25943,2025-05-10,C014,P16,3,9000,27000,GoFood
T20253,14/01/2025,C012,P15,2,8000,16000,GOFOOD
T33724,2025-09-23,C006,P11,3,12000,36000,Takeaway
T35207,23/10/2025,C004,P11,4,12000,48000,Dine In 
T35775,02-11-2025,C007,P16,2,9000,18000,Dine In 
T18023,08-12-2024,C011,P17,5,12000,60000,GoFood
T29533,09-Jul-2025,C003,P12,3,45000,135000,Take Away
T10786,23-Jul-2024,-,P15,2,8000,16000,takeaway 
T02591,2024-02-27,C004,P13,3,50000,150000,SHOPEEFOOD
T20833,27-01-2025,C016,P15,1,8000,8000,Shopee Food
T15834,29-10-2024,C002,P14,5,18000,90000,Grab Food
T32414,28-Aug-2025,C008,P13,2,50000,100000,dine-in
T24891,19-Apr-2025,C001,P16,1,9000,9000,GRABFOOD
T34357,05-Oct-2025,C020,P17,2,12000,24000,DINE IN
T15943,31-10-2024,C019,P16,1,9000,9000,DINE IN
T32940,07/09/2025,C004,P12,4,45000,180000,Dine In 
T01315,02/02/2024,C017,P11,3,Rp 12.000,36000,Grab Food
T21822,16/02/2025,,P10,2,15000,30000,Take Away
T00742,19-01-2024,C001,P16,2,9000,18000,GRABFOOD
T25216,26-04-2025,C019,P17,2,12000,24000,Grab Food
T31114,2025-08-02,,P12,1,45000,45000,takeaway 
T14510,03-Oct-2024,,P14,1,18000,18000,Dine In 
T23006,2025-03-14,C015,P10,6,Rp 15.000,90000,Dine-In
T25890,09/05/2025,C017,P17,2,12000,24000,GoFood
T09858,09-Jul-2024,,P13,2,50000,100000,gofood
T05180,19/04/2024,C015,P14,2,18000,36000,Take Away
T21803,16/02/2025,-,P15,1,8000,8000,gofood
T28726,26-06-2025,,P12,2,45000,90000,Dine-In
T13786,18-09-2024,C007,P17,1,12000,12000,TAKEAWAY
T02563,26-02-2024,,P16,4,Rp 9.000,36000,DINE IN
T07359,2024-06-01,-,P16,3,9000,27000,gofood
T12586,2024-08-25,C015,P13,2,50000,100000,Go-Food
T09866,09-07-2024,-,P14,4,18000,,TAKEAWAY
T35141,21-Oct-2025,-,P16,1,9000,9000,GrabFood
T16423,10-Nov-2024,C017,P14,5,18000,,Shopee Food
T17609,02/12/2024,C017,P12,2,45000,90000,ShopeeFood
T31949,18-08-2025,C015,P10,2,15000,30000,Grab Food
T04725,10/04/2024,C002,P13,1,50000,50000,GoFood
T29938,15-07-2025,-,P14,6,18000,,Dine-In
T28926,2025-06-29,C005,P14,1,18000,18000,Shopee Food
T22751,2025-03-08,,P11,1,12000,,Go-Food
T19522,2024-12-29,C009,P12,6 pcs,45000,270000,TAKEAWAY
T38960,25-Dec-2025,N/A,P10,2,15000,30000,Dine In 
T07904,2024-06-08,C017,P14,2,18000,36000,Go-Food
T29012,30-Jun-2025,N/A,P15,3,8000,24000,ShopeeFood
T27551,08/06/2025,C009,P10,2,15000,30000,Take Away
T29971,2025-07-16,,P15,6,8000,48000,Go-Food
T19918,2025-01-06,C010,P12,1,45000,45000,GRABFOOD
T05108,17-04-2024,C018,P13,2,Rp 50.000,100000,Go-Food
T27928,2025-06-14,-,P16,3,9000,27000,GoFood
T34008,28/09/2025,C004,P10,2,15000,30000,SHOPEEFOOD
T05873,03-May-2024,C011,P11,5,12000,,DINE IN
T03042,07-Mar-2024,C018,P11,2,12000,24000,SHOPEEFOOD
T05942,04-May-2024,C001,P14,5,18000,90000,Takeaway
T00239,2024-01-07,,P11,2,12000,,Takeaway
T01769,10-02-2024,C010,P10,1,15000,15000,Takeaway
T32287,25/08/2025,,P17,3,12000,36000,Shopee Food
T07838,08-Jun-2024,C015,P11,3 pcs,12000,36000,DINE IN
T05427,2024-04-24,C001,P13,1,50000,50000,TAKEAWAY
T26984,29-05-2025,C013,P10,1,15000,15000,gofood
T24934,2025-04-20,,P15,1,8000,8000,Dine In 
T20535,2025-01-21,C009,P16,3,9000,,gofood
T38090,2025-12-13,-,P10,3,15000,45000,GrabFood
T12912,01-09-2024,C018,P16,4,9000,36000,GrabFood
T30662,26-Jul-2025,C011,P15,10,8000,80000,DINE IN
T04728,10/04/2024,C017,P14,1,Rp 18.000,18000,GOFOOD
T27775,2025-06-11,C009,P15,1,8000,8000,gofood
T07937,2024-06-09,C018,P17,1,Rp 12.000,12000,GRABFOOD
T31237,04/08/2025,C009,P14,2,18000,36000,GoFood
T31734,2025-08-15,,P13,1,50000,50000,Dine-In
T17998,08-12-2024,C009,P10,3,15000,45000,GOFOOD
T30428,2025-07-22,,P12,1,45000,45000,Takeaway
T31589,11-08-2025,C004,P10,1,15000,15000,GRABFOOD
T08645,2024-06-20,,P12,1,45000,45000,GOFOOD
T23133,16-Mar-2025,c014,P12,4,45000,180000,Takeaway
T07112,26-05-2024,C017,P14,1 pcs,18000,18000,Takeaway
T27826,12-Jun-2025,,P15,2,8000,16000,TAKEAWAY
T04921,13/04/2024,-,P17,1,12000,12000,Dine In 
T37116,29-11-2025,C001,P11,1,Rp 12.000,12000,GOFOOD
T06494,14/05/2024,C020,P13,1 pcs,50000,50000,GRABFOOD
T04602,07-04-2024,C013,P15,1,8000,8000,Shopee Food
T15567,2024-10-24,C008,P10,4,15000,60000,Dine In 
T09789,08-Jul-2024,C009,P13,1,50000,50000,GrabFood
T02766,02/03/2024,C014,P13,1,50000,,Dine-In
T04128,29/03/2024,C001,P17,4,12000,48000,Dine In 
T14887,11/10/2024,C008,P13,4,50000,200000,TAKEAWAY
T01879,12-02-2024,C006,P11,4,Rp 12.000,48000,Take Away
T20766,26-Jan-2025,C003,P10,2,15000,30000,GrabFood
T25535,02/05/2025,C011,P14,5,Rp 18.000,90000,gofood
T03874,2024-03-24,C018,P16,5,9000,45000,gofood
T23392,22/03/2025,,P10,2,15000,30000,GoFood
T11778,2024-08-09,C003,P16,1,9000,9000,GRABFOOD
T20191,2025-01-12,C005,P17,5,12000,60000,ShopeeFood
T38107,13-Dec-2025,C017,P15,3,Rp 8.000,24000,GRABFOOD
T04701,09/04/2024,-,P17,1,12000,12000,TAKEAWAY
T00860,21-01-2024,,P10,5,15000,,GoFood
T23841,30-Mar-2025,C010,P10,2,15000,30000,Dine In 
T33418,16-Sep-2025,,P17,4,12000,48000,dine-in
T08572,19-06-2024,C010,P13,2,50000,100000,DINE IN
T14985,12-Oct-2024,-,P14,1,18000,18000,dine-in
T10688,21/07/2024,C014,P17,2,12000,24000,GRABFOOD
T35875,05-11-2025,C015,P17,1,12000,12000,Dine In 
T07337,01-06-2024,C010,P14,1,18000,18000,Takeaway
T09752,2024-07-07,N/A,P10,1 pcs,15000,15000,GOFOOD
T25560,2025-05-03,C018,P16,4 pcs,9000,36000,takeaway 
T23117,2025-03-16,-,P14,5,18000,90000,Take Away
T07460,02-06-2024,-,P16,1,9000,9000,DINE IN
T34405,2025-10-05,C004,P11,1,12000,12000,Takeaway
T22845,2025-03-10,,P15,3,Rp 8.000,24000,takeaway 
T13855,20-Sep-2024,C016,P17,5,12000,60000,Grab Food
T34858,15-10-2025,C012,P15,2,8000,16000,GOFOOD
T38501,19/12/2025,,P14,2,18000,36000,GRABFOOD
T21350,08-02-2025,-,P15,1,8000,8000,GOFOOD
T22422,02-Mar-2025,c017,P14,5,18000,90000,dine-in
T28388,21/06/2025,C005,P16,5,9000,45000,Grab Food
T38063,13/12/2025,C018,P12,1,45000,45000,GOFOOD
T21565,12-Feb-2025,C002,P15,3,8000,24000,Go-Food
T16603,14-Nov-2024,C001,P15,2,8000,16000,dine-in
T19804,04/01/2025,C014,P16,1,9000,9000,TAKEAWAY
T20193,12-Jan-2025,,P11,2,12000,24000,Grab Food
T09473,03-07-2024,,P15,1,8000,,Takeaway
T23966,2025-04-02,,P12,4,45000,180000,ShopeeFood
T00168,05/01/2024,C010,P10,2 pcs,15000,30000,Shopee Food
T21845,2025-02-17,C006,P13,1,50000,,gofood
T37523,06-12-2025,-,P14,2,18000,36000,GrabFood
T32732,03-Sep-2025,N/A,P12,2,45000,90000,Takeaway
T38224,2025-12-14,C019,P11,1,Rp 12.000,12000,DINE IN
T27686,10-06-2025,C018,P17,2,12000,24000,dine-in
T00099,03-Jan-2024,,P10,3,15000,45000,DINE IN
T36970,26-Nov-2025,C004,P16,2,9000,18000,Takeaway
T26267,16-05-2025,C005,P17,4 pcs,12000,48000,Go-Food
T09228,2024-06-29,,P14,2,18000,36000,Dine In 
T04583,07-Apr-2024,C007,P15,1 pcs,8000,8000,GoFood
T10581,20-07-2024,-,P16,2,9000,18000,Dine-In
T11080,27-Jul-2024,C009,P12,1 pcs,45000,45000,GoFood
T16797,2024-11-17,,P15,2,8000,16000,takeaway 
T22148,2025-02-24,C015,P11,1,12000,12000,Dine-In
T31960,2025-08-18,C016,P14,3,18000,54000,takeaway 
T31573,11-08-2025,C004,P15,3,8000,24000,Take Away
T32931,07-09-2025,N/A,P11,3,12000,36000,GRABFOOD
T33520,19-09-2025,-,P14,1,18000,18000,TAKEAWAY
T00750,19-01-2024,-,P16,1,9000,9000,Dine In 
T26080,2025-05-12,C010,P17,2,12000,24000,Grab Food
T31947,18-08-2025,C016,P14,4,18000,72000,GoFood
T23612,2025-03-25,C012,P11,1,12000,12000,Takeaway
T14671,06-Oct-2024,,P12,2,45000,90000,TAKEAWAY
T39199,2025-12-28,c018,P15,6,8000,48000,GoFood
T36891,24-Nov-2025,,P14,3,18000,54000,Grab Food
T07354,01/06/2024,,P17,2,12000,24000,Dine In 
T06488,13-May-2024,C004,P16,2,9000,18000,Take Away
T15331,19-10-2024,N/A,P15,2,Rp 8.000,16000,Grab Food
T14020,23-Sep-2024,C017,P12,5,Rp 45.000,225000,Take Away
T39193,28/12/2025,C012,P10,5,15000,,dine-in
T08011,09/06/2024,C012,P11,3,12000,36000,DINE IN
T14602,05/10/2024,C011,P16,6,9000,54000,TAKEAWAY
T11929,2024-08-12,C008,P16,2,9000,,Grab Food
T15345,2024-10-19,C002,P13,1,50000,50000,gofood
T26494,19/05/2025,C001,P14,1,18000,18000,SHOPEEFOOD
T16091,2024-11-03,C004,P11,2,12000,24000,Go-Food
T19057,23-Dec-2024,N/A,P17,1,12000,12000,GOFOOD
T17858,07/12/2024,,P17,4,12000,48000,dine-in
T09904,10/07/2024,C016,P14,1,18000,18000,DINE IN
T18550,15/12/2024,C012,P15,3,8000,24000,Take Away
T09759,08-Jul-2024,,P16,3,9000,27000,GOFOOD
T34609,11-Oct-2025,N/A,P10,4,Rp 15.000,60000,GOFOOD
T05131,2024-04-18,,P16,2,Rp 9.000,18000,gofood
T35144,21/10/2025,,P13,1,50000,50000,Grab Food
T16205,2024-11-06,C015,P17,3,12000,36000,gofood
T21164,03-Feb-2025,C016,P17,2 pcs,12000,24000,Go-Food
T33868,26-Sep-2025,N/A,P16,1,9000,9000,GoFood
T09657,07-07-2024,C020,P11,2 pcs,12000,24000,GRABFOOD
T15744,27-Oct-2024,C002,P16,2,9000,18000,Dine In 
T30519,24/07/2025,,P16,2,9000,18000,DINE IN
T06151,07-05-2024,,P15,4,8000,32000,SHOPEEFOOD
T05475,25-Apr-2024,c020,P16,2,9000,18000,ShopeeFood
T09386,2024-07-01,C014,P12,2,45000,90000,Go-Food
T13568,2024-09-14,,P11,2 pcs,12000,24000,Takeaway
T39082,27-Dec-2025,N/A,P13,4,50000,200000,GRABFOOD
T30030,17-Jul-2025,,P11,1,12000,12000,Dine In 
T00178,05-01-2024,C010,P16,2,9000,18000,Dine In 
T12149,17-08-2024,-,P16,2,9000,18000,Go-Food
T13712,16/09/2024,C005,P16,1 pcs,9000,9000,GOFOOD
T03958,2024-03-25,C019,P17,1,12000,12000,GOFOOD
T33624,21/09/2025,C020,P16,3,9000,27000,ShopeeFood
T21180,04-Feb-2025,N/A,P17,4,12000,48000,GOFOOD
T08698,2024-06-22,,P15,3,8000,24000,Dine In 
T19817,2025-01-04,C003,P12,1,45000,45000,dine-in
T16932,20/11/2024,c015,P15,4,8000,32000,Dine-In
T03136,09-03-2024,C003,P14,3,18000,54000,GOFOOD
T33877,2025-09-27,C004,P11,2,12000,24000,DINE IN
T18408,14-12-2024,C007,P14,2 pcs,18000,36000,GOFOOD
T32349,27-08-2025,C013,P13,3,50000,150000,Grab Food
T25388,28-Apr-2025,-,P10,1,15000,15000,Grab Food
T35320,25-Oct-2025,C018,P17,1,12000,12000,SHOPEEFOOD
T08220,14-Jun-2024,C013,P16,3,9000,27000,Dine-In
T27162,01-06-2025,C012,P11,1,12000,12000,Dine In 
T06967,24/05/2024,C014,P14,5,18000,90000,dine-in
T16430,10-Nov-2024,c017,P14,1,18000,18000,GRABFOOD
T15462,21-10-2024,C017,P11,1,12000,12000,takeaway 
T29332,2025-07-05,C006,P12,2,45000,90000,Grab Food
T29741,12-Jul-2025,C020,P13,1,Rp 50.000,50000,Takeaway
T28745,2025-06-27,,P10,2,Rp 15.000,30000,Grab Food
T05350,21-04-2024,N/A,P15,4,8000,32000,takeaway 
T00374,09/01/2024,C016,P13,1,50000,50000,Dine In 
T16120,03/11/2024,C008,P14,1,Rp 18.000,18000,Grab Food
T05602,2024-04-27,,P11,2,12000,24000,Grab Food
T08113,2024-06-12,C013,P16,2,9000,18000,TAKEAWAY
T15513,23/10/2024,C006,P11,3 pcs,12000,36000,GoFood
T38478,2025-12-19,C004,P12,4,45000,180000,Take Away
T00816,20/01/2024,C003,P14,1,18000,18000,TAKEAWAY
T15787,28-Oct-2024,,P15,2,8000,16000,Go-Food
T09416,02-07-2024,-,P11,6,12000,72000,Take Away
T29796,2025-07-13,C010,P17,1,12000,12000,GOFOOD
T09757,08-07-2024,C014,P15,1,8000,8000,GrabFood
T15864,30-Oct-2024,C018,P10,3,15000,45000,Grab Food
T38616,20/12/2025,C014,P15,4,8000,32000,Takeaway
T33079,10-09-2025,C007,P10,2,15000,30000,GRABFOOD
T26963,29-05-2025,C012,P14,2,18000,36000,dine-in
T13203,07/09/2024,C013,P12,1,45000,45000,Dine-In
T38081,13/12/2025,c014,P15,1,8000,8000,GoFood
T35184,22/10/2025,C011,P15,4,8000,32000,TAKEAWAY
T30870,28-Jul-2025,N/A,P12,2,45000,90000,dine-in
T02533,25-Feb-2024,C015,P14,1,18000,18000,takeaway 
T29248,04-Jul-2025,C012,P12,2,45000,90000,Dine In 
T34097,30-Sep-2025,-,P12,3,45000,135000,Grab Food
T34725,12-Oct-2025,C013,P13,6,50000,300000,ShopeeFood
T13970,2024-09-22,C014,P10,3,15000,45000,GRABFOOD
T31900,17-Aug-2025,C007,P12,1,45000,45000,SHOPEEFOOD
T29560,2025-07-10,C001,P11,4,12000,48000,GrabFood
T10833,24/07/2024,,P12,1,45000,45000,GRABFOOD
T29348,06-Jul-2025,N/A,P10,2,15000,30000,GRABFOOD
T10569,20-07-2024,C014,P15,1,8000,,Go-Food
T00536,13/01/2024,,P14,3,18000,54000,Take Away
T20819,27/01/2025,C013,P12,1,45000,45000,Grab Food
T10101,13-Jul-2024,C014,P14,1,18000,18000,GOFOOD
T14488,03-Oct-2024,C017,P17,2,12000,24000,Takeaway
T08652,21-06-2024,N/A,P15,1,8000,8000,Dine-In
T10735,22/07/2024,C009,P15,2,8000,16000,DINE IN
T33111,11-09-2025,C013,P11,2,12000,24000,DINE IN
T32421,28/08/2025,,P15,1,8000,8000,Go-Food
T31789,16-08-2025,C009,P14,2,18000,36000,takeaway 
T12470,24-08-2024,-,P10,5,15000,75000,Takeaway
T18217,11/12/2024,-,P12,2,45000,90000,GOFOOD
T39026,26-Dec-2025,C013,P17,6,12000,72000,gofood
T16241,07/11/2024,C014,P13,2,50000,100000,Dine-In
T23312,2025-03-20,,P15,1,8000,8000,ShopeeFood
T15059,13-Oct-2024,C006,P15,1,8000,8000,Grab Food
T14526,04/10/2024,C003,P14,1,18000,18000,GRABFOOD
T16139,04-11-2024,N/A,P11,5,Rp 12.000,60000,gofood
T22417,2025-03-02,C017,P16,4,9000,36000,GoFood
T12322,20/08/2024,C002,P14,2,18000,36000,TAKEAWAY
T21122,02-Feb-2025,C019,P17,1,12000,12000,dine-in
T27102,01-Jun-2025,C011,P12,7,45000,,Go-Food
T13984,22-09-2024,C011,P10,7,15000,105000,takeaway 
T33897,27/09/2025,C012,P17,2,12000,24000,dine-in
T04041,27-Mar-2024,,P14,5,18000,90000,GrabFood
T26220,15/05/2025,,P11,2,12000,24000,GoFood
T29483,08-07-2025,C016,P13,1,50000,50000,Take Away
T37891,10-12-2025,c010,P16,1,9000,9000,Shopee Food
T23742,29-Mar-2025,C006,P11,2,12000,24000,SHOPEEFOOD
T16637,2024-11-15,-,P17,1,12000,12000,GRABFOOD
T02383,24-02-2024,,P15,1,8000,8000,GoFood
T01748,10-02-2024,C018,P14,3,18000,54000,takeaway 
T30657,26-Jul-2025,-,P17,1,12000,12000,gofood
T37902,10-12-2025,C016,P15,2,8000,16000,GrabFood
T38284,15-12-2025,-,P15,3,8000,24000,Go-Food
T11508,03-Aug-2024,,P16,3,9000,,Take Away
T26789,25-05-2025,C010,P16,4,9000,36000,GOFOOD
T10284,15-Jul-2024,C004,P17,2,12000,24000,dine-in
T14994,12-Oct-2024,C014,P17,2,12000,24000,GrabFood
T32577,2025-08-31,,P12,2,45000,90000,GOFOOD
T02177,2024-02-18,C010,P16,1,9000,9000,Dine-In
T37626,07/12/2025,N/A,P11,3,12000,36000,GRABFOOD
T13164,07-09-2024,N/A,P13,2,50000,100000,DINE IN
T18617,16-Dec-2024,C014,P16,3,9000,27000,TAKEAWAY
T02850,03-03-2024,C003,P16,1,9000,9000,Dine-In
T00507,13-01-2024,,P17,1,12000,12000,SHOPEEFOOD
T33491,18-Sep-2025,C010,P16,1,9000,9000,Takeaway
T05650,28-04-2024,C001,P14,3,18000,54000,Takeaway
T38821,23-Dec-2025,C009,P11,1,12000,12000,TAKEAWAY
T34890,16/10/2025,C013,P13,4,50000,200000,GOFOOD
T20639,24/01/2025,C015,P13,4,50000,200000,Grab Food
T01767,2024-02-10,C011,P12,4,45000,180000,Dine-In
T33109,11-09-2025,C008,P16,3,9000,,Dine In 
T11689,2024-08-07,C001,P15,4 pcs,8000,32000,SHOPEEFOOD
T29441,2025-07-07,C019,P15,5,8000,40000,GOFOOD
T23677,27-Mar-2025,C004,P15,1 pcs,8000,8000,Go-Food
T28834,2025-06-28,C006,P15,1,8000,8000,SHOPEEFOOD
T32300,25-08-2025,C011,P11,6,12000,72000,takeaway 
T35799,03/11/2025,C007,P15,3 pcs,Rp 8.000,,GOFOOD
T03829,23-03-2024,C020,P14,2,18000,36000,GoFood
T19211,25-12-2024,C008,P12,3,45000,135000,GRABFOOD
T24564,13-04-2025,,P11,3,12000,36000,DINE IN
T07508,02-06-2024,-,P10,4,15000,60000,gofood
T06882,22/05/2024,-,P13,3,50000,150000,TAKEAWAY
T22428,2025-03-02,-,P15,2,8000,16000,Takeaway
T33840,2025-09-26,C020,P17,5,12000,60000,GOFOOD
T33222,13-09-2025,C011,P12,8,45000,360000,Dine-In
T09760,2024-07-08,C016,P12,3,45000,135000,Dine In 
T14032,23-Sep-2024,-,P10,4,15000,60000,Dine In 
T35897,2025-11-05,C007,P15,1,8000,8000,GrabFood
T18357,14/12/2024,C017,P14,1,18000,18000,TAKEAWAY
T10689,21-Jul-2024,C011,P15,4,Rp 8.000,32000,ShopeeFood
T26324,17-May-2025,,P17,2,12000,24000,DINE IN
