response_id,response_date,customer_id,channel_source,nps_score,category,top_complaint,would_recommend,comment_id
NPS-006449,2025-06-19,CUST-115405,b2b,7,Passive,tidak_ada_komplain,yes,
NPS-006814,2025-06-19,CUST-312103,in_store,5,Detractor,cs_lambat,no,
NPS-006956,2025-06-19,CUST-902748,apps,7,Passive,tidak_ada_komplain,yes,
NPS-007409,2025-06-19,CUST-708451,in_store,5,Detractor,kasir_lama,no,
NPS-007545,2025-06-19,CUST-272107,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-008514,2025-06-19,CUST-533538,in_store,4,Detractor,kasir_lama,definitely_no,CMT-008514
NPS-009480,2025-06-19,CUST-718127,apps,8,Passive,tidak_ada_komplain,yes,
NPS-009561,2025-06-19,CUST-333551,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-009979,2025-06-19,CUST-545283,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-010791,2025-06-19,CUST-990507,in_store,6,Detractor,kasir_lama,no,CMT-010791
NPS-011421,2025-06-19,CUST-541227,apps,8,Passive,tidak_ada_komplain,yes,CMT-011421
NPS-000417,2025-06-20,CUST-263380,in_store,10,Promoter,kasir_lama,yes,
NPS-001025,2025-06-20,CUST-119723,in_store,4,Detractor,obat_tidak_lengkap,definitely_no,
NPS-002503,2025-06-20,CUST-405052,apps,6,Detractor,cs_lambat,no,
NPS-002585,2025-06-20,CUST-939994,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-002585
NPS-002678,2025-06-20,CUST-886059,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-003070,2025-06-20,CUST-464220,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-003095,2025-06-20,CUST-812996,in_store,7,Passive,stok_tidak_akurat,yes,
NPS-003636,2025-06-20,CUST-667540,apps,9,Promoter,tidak_ada_komplain,yes,CMT-003636
NPS-004047,2025-06-20,CUST-515647,in_store,8,Passive,tidak_ada_komplain,yes,CMT-004047
NPS-004503,2025-06-20,CUST-754118,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-004527,2025-06-20,CUST-408652,apps,5,Detractor,cs_lambat,no,CMT-004527
NPS-004978,2025-06-20,CUST-924733,apps,8,Passive,stok_tidak_akurat,yes,
NPS-005349,2025-06-20,CUST-100987,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-005349
NPS-006677,2025-06-20,CUST-124095,b2b,8,Passive,stok_tidak_akurat,yes,CMT-006677
NPS-007013,2025-06-20,CUST-688756,in_store,10,Promoter,kasir_lama,yes,CMT-007013
NPS-007425,2025-06-20,CUST-580487,apps,6,Detractor,harga_mahal,no,CMT-007425
NPS-007620,2025-06-20,CUST-964505,in_store,9,Promoter,cs_lambat,yes,CMT-007620
NPS-007705,2025-06-20,CUST-944362,b2b,10,Promoter,tidak_ada_komplain,yes,CMT-007705
NPS-007751,2025-06-20,CUST-683373,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-007949,2025-06-20,CUST-236148,apps,7,Passive,tidak_ada_komplain,yes,CMT-007949
NPS-008645,2025-06-20,CUST-174548,in_store,10,Promoter,stok_tidak_akurat,yes,
NPS-008907,2025-06-20,CUST-456866,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-009306,2025-06-20,CUST-208368,in_store,10,Promoter,aplikasi_lambat,yes,CMT-009306
NPS-009553,2025-06-20,CUST-673024,in_store,8,Passive,tidak_ada_komplain,yes,CMT-009553
NPS-009704,2025-06-20,CUST-291687,in_store,7,Passive,tidak_ada_komplain,yes,CMT-009704
NPS-009846,2025-06-20,CUST-981492,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-010178,2025-06-20,CUST-374410,in_store,8,Passive,obat_tidak_lengkap,yes,
NPS-010272,2025-06-20,CUST-956596,in_store,6,Detractor,cs_lambat,no,
NPS-010685,2025-06-20,CUST-909609,in_store,7,Passive,stok_tidak_akurat,yes,CMT-010685
NPS-010718,2025-06-20,CUST-805177,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-011226,2025-06-20,CUST-186066,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-011226
NPS-011927,2025-06-20,CUST-917935,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-001844,2025-06-21,CUST-320839,apps,2,Detractor,harga_mahal,definitely_no,
NPS-002438,2025-06-21,CUST-196923,apps,7,Passive,harga_mahal,yes,
NPS-002653,2025-06-21,CUST-604000,in_store,8,Passive,stok_tidak_akurat,yes,CMT-002653
NPS-003437,2025-06-21,CUST-340119,in_store,7,Passive,tidak_ada_komplain,yes,CMT-003437
NPS-003542,2025-06-21,CUST-788550,in_store,6,Detractor,kasir_lama,no,
NPS-003768,2025-06-21,CUST-120720,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-004144,2025-06-21,CUST-402440,apps,8,Passive,tidak_ada_komplain,yes,CMT-004144
NPS-004301,2025-06-21,CUST-474729,in_store,8,Passive,aplikasi_lambat,yes,
NPS-004884,2025-06-21,CUST-749567,apps,3,Detractor,stok_tidak_akurat,definitely_no,
NPS-004945,2025-06-21,CUST-735237,b2b,7,Passive,tidak_ada_komplain,yes,
NPS-004982,2025-06-21,CUST-288337,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-005034,2025-06-21,CUST-413974,in_store,8,Passive,kasir_lama,yes,
NPS-005132,2025-06-21,CUST-893725,apps,9,Promoter,cs_lambat,yes,
NPS-005558,2025-06-21,CUST-129512,apps,6,Detractor,aplikasi_lambat,no,
NPS-006081,2025-06-21,CUST-213162,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-006088,2025-06-21,CUST-804126,in_store,0,Detractor,harga_mahal,definitely_no,CMT-006088
NPS-006247,2025-06-21,CUST-954182,apps,8,Passive,tidak_ada_komplain,yes,
NPS-006660,2025-06-21,CUST-658207,apps,9,Promoter,obat_tidak_lengkap,yes,CMT-006660
NPS-007223,2025-06-21,CUST-128929,apps,8,Passive,harga_mahal,yes,
NPS-007265,2025-06-21,CUST-978223,apps,8,Passive,tidak_ada_komplain,yes,CMT-007265
NPS-007373,2025-06-21,CUST-698282,in_store,6,Detractor,cs_lambat,no,CMT-007373
NPS-007962,2025-06-21,CUST-639715,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-008305,2025-06-21,CUST-709999,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-008532,2025-06-21,CUST-986294,in_store,1,Detractor,harga_mahal,definitely_no,CMT-008532
NPS-009228,2025-06-21,CUST-156276,in_store,3,Detractor,obat_tidak_lengkap,definitely_no,
NPS-009330,2025-06-21,CUST-357574,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-009402,2025-06-21,CUST-809879,apps,10,Promoter,kasir_lama,yes,
NPS-009505,2025-06-21,CUST-520318,in_store,10,Promoter,kasir_lama,yes,CMT-009505
NPS-009549,2025-06-21,CUST-994825,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-009549
NPS-010247,2025-06-21,CUST-605296,apps,8,Passive,tidak_ada_komplain,yes,CMT-010247
NPS-010355,2025-06-21,CUST-200889,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-010514,2025-06-21,CUST-826825,in_store,5,Detractor,kasir_lama,no,
NPS-010626,2025-06-21,CUST-117461,in_store,5,Detractor,harga_mahal,no,
NPS-010694,2025-06-21,CUST-431854,in_store,7,Passive,harga_mahal,yes,CMT-010694
NPS-011248,2025-06-21,CUST-734264,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-011299,2025-06-21,CUST-867734,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-011753,2025-06-21,CUST-127115,in_store,8,Passive,cs_lambat,yes,
NPS-011952,2025-06-21,CUST-203280,apps,8,Passive,tidak_ada_komplain,yes,
NPS-000544,2025-06-22,CUST-882621,apps,2,Detractor,cs_lambat,definitely_no,
NPS-000967,2025-06-22,CUST-957701,b2b,10,Promoter,tidak_ada_komplain,yes,CMT-000967
NPS-000977,2025-06-22,CUST-883709,in_store,6,Detractor,obat_tidak_lengkap,no,
NPS-001304,2025-06-22,CUST-629741,in_store,0,Detractor,kasir_lama,definitely_no,CMT-001304
NPS-001575,2025-06-22,CUST-206682,in_store,0,Detractor,harga_mahal,definitely_no,
NPS-002174,2025-06-22,CUST-919636,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-002685,2025-06-22,CUST-778783,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-002685
NPS-002969,2025-06-22,CUST-114472,in_store,0,Detractor,obat_tidak_lengkap,definitely_no,CMT-002969
NPS-004430,2025-06-22,CUST-567291,apps,3,Detractor,stok_tidak_akurat,definitely_no,CMT-004430
NPS-005642,2025-06-22,CUST-451139,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-005976,2025-06-22,CUST-189327,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-005976
NPS-006056,2025-06-22,CUST-211818,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-006741,2025-06-22,CUST-850332,apps,2,Detractor,aplikasi_lambat,definitely_no,CMT-006741
NPS-008358,2025-06-22,CUST-661994,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-008574,2025-06-22,CUST-852438,b2b,10,Promoter,tidak_ada_komplain,yes,
NPS-008777,2025-06-22,CUST-239519,in_store,5,Detractor,obat_tidak_lengkap,no,
NPS-008853,2025-06-22,CUST-830748,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-008853
NPS-009950,2025-06-22,CUST-958636,in_store,7,Passive,aplikasi_lambat,yes,
NPS-010291,2025-06-22,CUST-736778,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-010820,2025-06-22,CUST-771277,in_store,4,Detractor,obat_tidak_lengkap,definitely_no,
NPS-010885,2025-06-22,CUST-581115,in_store,4,Detractor,obat_tidak_lengkap,definitely_no,CMT-010885
NPS-011699,2025-06-22,CUST-934299,b2b,10,Promoter,pengiriman_lambat,yes,
NPS-011758,2025-06-22,CUST-637413,apps,10,Promoter,aplikasi_lambat,yes,
NPS-000258,2025-06-23,CUST-870284,in_store,7,Passive,obat_tidak_lengkap,yes,CMT-000258
NPS-000302,2025-06-23,CUST-457955,in_store,9,Promoter,obat_tidak_lengkap,yes,
NPS-000673,2025-06-23,CUST-199914,apps,6,Detractor,harga_mahal,no,
NPS-001210,2025-06-23,CUST-697482,apps,7,Passive,tidak_ada_komplain,yes,
NPS-001358,2025-06-23,CUST-577096,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-002403,2025-06-23,CUST-653190,apps,8,Passive,stok_tidak_akurat,yes,
NPS-002979,2025-06-23,CUST-766648,b2b,10,Promoter,tidak_ada_komplain,yes,CMT-002979
NPS-003617,2025-06-23,CUST-960310,in_store,3,Detractor,kasir_lama,definitely_no,CMT-003617
NPS-003795,2025-06-23,CUST-591610,apps,2,Detractor,aplikasi_lambat,definitely_no,CMT-003795
NPS-003800,2025-06-23,CUST-886115,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-003800
NPS-004303,2025-06-23,CUST-248091,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-004433,2025-06-23,CUST-889850,in_store,10,Promoter,kasir_lama,yes,CMT-004433
NPS-005683,2025-06-23,CUST-356895,in_store,1,Detractor,obat_tidak_lengkap,definitely_no,
NPS-006526,2025-06-23,CUST-375326,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-007288,2025-06-23,CUST-212425,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-007288
NPS-008538,2025-06-23,CUST-817693,in_store,7,Passive,tidak_ada_komplain,yes,CMT-008538
NPS-008988,2025-06-23,CUST-525760,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-009525,2025-06-23,CUST-227329,apps,6,Detractor,aplikasi_lambat,no,
NPS-009709,2025-06-23,CUST-823438,in_store,9,Promoter,harga_mahal,yes,CMT-009709
NPS-010621,2025-06-23,CUST-471856,in_store,10,Promoter,harga_mahal,yes,
NPS-010622,2025-06-23,CUST-811196,apps,8,Passive,obat_tidak_lengkap,yes,
NPS-010749,2025-06-23,CUST-954248,apps,8,Passive,tidak_ada_komplain,yes,
NPS-011438,2025-06-23,CUST-475814,apps,6,Detractor,cs_lambat,no,CMT-011438
NPS-011655,2025-06-23,CUST-109234,in_store,8,Passive,tidak_ada_komplain,yes,CMT-011655
NPS-000130,2025-06-24,CUST-540949,apps,6,Detractor,aplikasi_lambat,no,
NPS-000397,2025-06-24,CUST-268189,in_store,8,Passive,tidak_ada_komplain,yes,CMT-000397
NPS-000645,2025-06-24,CUST-316896,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-000645
NPS-000729,2025-06-24,CUST-505434,in_store,8,Passive,obat_tidak_lengkap,yes,
NPS-000804,2025-06-24,CUST-646447,b2b,9,Promoter,tidak_ada_komplain,yes,
NPS-001449,2025-06-24,CUST-187048,in_store,7,Passive,pengiriman_lambat,yes,
NPS-002094,2025-06-24,CUST-567583,in_store,9,Promoter,pengiriman_lambat,yes,
NPS-002368,2025-06-24,CUST-863273,in_store,9,Promoter,aplikasi_lambat,yes,
NPS-002619,2025-06-24,CUST-742657,apps,6,Detractor,harga_mahal,no,
NPS-002827,2025-06-24,CUST-610430,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-004375,2025-06-24,CUST-990863,in_store,9,Promoter,harga_mahal,yes,
NPS-005193,2025-06-24,CUST-632757,in_store,8,Passive,obat_tidak_lengkap,yes,CMT-005193
NPS-005680,2025-06-24,CUST-860413,apps,10,Promoter,aplikasi_lambat,yes,CMT-005680
NPS-006955,2025-06-24,CUST-593257,apps,10,Promoter,tidak_ada_komplain,yes,CMT-006955
NPS-007088,2025-06-24,CUST-251336,apps,1,Detractor,stok_tidak_akurat,definitely_no,
NPS-007719,2025-06-24,CUST-363234,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-008009,2025-06-24,CUST-563868,apps,8,Passive,pengiriman_lambat,yes,
NPS-008139,2025-06-24,CUST-653222,apps,0,Detractor,cs_lambat,definitely_no,CMT-008139
NPS-008162,2025-06-24,CUST-490048,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-008339,2025-06-24,CUST-434483,apps,7,Passive,tidak_ada_komplain,yes,
NPS-009045,2025-06-24,CUST-548888,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-009121,2025-06-24,CUST-608649,apps,2,Detractor,harga_mahal,definitely_no,CMT-009121
NPS-009122,2025-06-24,CUST-430918,in_store,7,Passive,tidak_ada_komplain,yes,CMT-009122
NPS-009664,2025-06-24,CUST-529641,in_store,8,Passive,pengiriman_lambat,yes,
NPS-009945,2025-06-24,CUST-837377,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-010429,2025-06-24,CUST-907711,b2b,7,Passive,tidak_ada_komplain,yes,
NPS-010552,2025-06-24,CUST-105364,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-010590,2025-06-24,CUST-953884,b2b,8,Passive,tidak_ada_komplain,yes,
NPS-010807,2025-06-24,CUST-889118,apps,8,Passive,harga_mahal,yes,CMT-010807
NPS-010832,2025-06-24,CUST-797961,in_store,4,Detractor,cs_lambat,definitely_no,CMT-010832
NPS-011458,2025-06-24,CUST-381839,apps,6,Detractor,stok_tidak_akurat,no,
NPS-011618,2025-06-24,CUST-734527,in_store,6,Detractor,harga_mahal,no,
NPS-011622,2025-06-24,CUST-133399,in_store,6,Detractor,obat_tidak_lengkap,no,
NPS-011848,2025-06-24,CUST-220166,b2b,7,Passive,tidak_ada_komplain,yes,
NPS-000113,2025-06-25,CUST-512272,apps,8,Passive,tidak_ada_komplain,yes,CMT-000113
NPS-000423,2025-06-25,CUST-216802,apps,10,Promoter,tidak_ada_komplain,yes,CMT-000423
NPS-001703,2025-06-25,CUST-111030,b2b,5,Detractor,cs_lambat,no,CMT-001703
NPS-001981,2025-06-25,CUST-791153,apps,8,Passive,tidak_ada_komplain,yes,CMT-001981
NPS-002193,2025-06-25,CUST-683332,apps,8,Passive,tidak_ada_komplain,yes,CMT-002193
NPS-002926,2025-06-25,CUST-290929,apps,10,Promoter,aplikasi_lambat,yes,
NPS-003117,2025-06-25,CUST-616529,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-003325,2025-06-25,CUST-576449,apps,7,Passive,tidak_ada_komplain,yes,
NPS-003509,2025-06-25,CUST-541831,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-003829,2025-06-25,CUST-659214,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-003829
NPS-004084,2025-06-25,CUST-912863,in_store,7,Passive,stok_tidak_akurat,yes,
NPS-004151,2025-06-25,CUST-907961,apps,7,Passive,harga_mahal,yes,
NPS-004153,2025-06-25,CUST-670004,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-004347,2025-06-25,CUST-949963,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-004475,2025-06-25,CUST-189873,in_store,8,Passive,kasir_lama,yes,
NPS-004532,2025-06-25,CUST-519676,apps,8,Passive,kasir_lama,yes,
NPS-004564,2025-06-25,CUST-761346,apps,7,Passive,tidak_ada_komplain,yes,CMT-004564
NPS-004569,2025-06-25,CUST-307060,b2b,6,Detractor,kasir_lama,no,
NPS-004696,2025-06-25,CUST-763230,apps,1,Detractor,aplikasi_lambat,definitely_no,CMT-004696
NPS-005808,2025-06-25,CUST-521934,in_store,6,Detractor,obat_tidak_lengkap,no,
NPS-005979,2025-06-25,CUST-497706,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-006010,2025-06-25,CUST-363453,in_store,7,Passive,tidak_ada_komplain,yes,CMT-006010
NPS-006129,2025-06-25,CUST-293620,in_store,8,Passive,tidak_ada_komplain,yes,CMT-006129
NPS-006413,2025-06-25,CUST-786812,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-006583,2025-06-25,CUST-987321,in_store,9,Promoter,cs_lambat,yes,
NPS-007250,2025-06-25,CUST-412759,b2b,10,Promoter,cs_lambat,yes,
NPS-007348,2025-06-25,CUST-456660,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-007348
NPS-007402,2025-06-25,CUST-125601,b2b,10,Promoter,tidak_ada_komplain,yes,CMT-007402
NPS-008202,2025-06-25,CUST-207456,in_store,10,Promoter,stok_tidak_akurat,yes,CMT-008202
NPS-008512,2025-06-25,CUST-216357,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-008629,2025-06-25,CUST-185289,in_store,10,Promoter,pengiriman_lambat,yes,
NPS-008846,2025-06-25,CUST-686102,in_store,7,Passive,stok_tidak_akurat,yes,CMT-008846
NPS-009307,2025-06-25,CUST-871391,b2b,7,Passive,stok_tidak_akurat,yes,CMT-009307
NPS-009322,2025-06-25,CUST-384054,apps,9,Promoter,obat_tidak_lengkap,yes,
NPS-009592,2025-06-25,CUST-292953,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-009592
NPS-009609,2025-06-25,CUST-801760,apps,3,Detractor,stok_tidak_akurat,definitely_no,
NPS-010317,2025-06-25,CUST-343304,in_store,8,Passive,harga_mahal,yes,CMT-010317
NPS-011107,2025-06-25,CUST-325206,apps,3,Detractor,stok_tidak_akurat,definitely_no,
NPS-011160,2025-06-25,CUST-601147,in_store,5,Detractor,obat_tidak_lengkap,no,
NPS-011869,2025-06-25,CUST-466055,in_store,7,Passive,stok_tidak_akurat,yes,
NPS-000274,2025-06-26,CUST-330566,in_store,1,Detractor,kasir_lama,definitely_no,CMT-000274
NPS-000362,2025-06-26,CUST-251743,in_store,6,Detractor,cs_lambat,no,CMT-000362
NPS-000395,2025-06-26,CUST-509498,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-000549,2025-06-26,CUST-264368,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-000549
NPS-000572,2025-06-26,CUST-575108,b2b,8,Passive,tidak_ada_komplain,yes,
NPS-001451,2025-06-26,CUST-491241,in_store,2,Detractor,kasir_lama,definitely_no,
NPS-002082,2025-06-26,CUST-454908,apps,8,Passive,tidak_ada_komplain,yes,CMT-002082
NPS-002452,2025-06-26,CUST-840765,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-002587,2025-06-26,CUST-182359,b2b,8,Passive,tidak_ada_komplain,yes,CMT-002587
NPS-002823,2025-06-26,CUST-320864,apps,7,Passive,tidak_ada_komplain,yes,
NPS-004450,2025-06-26,CUST-198405,apps,10,Promoter,stok_tidak_akurat,yes,
NPS-004804,2025-06-26,CUST-721277,in_store,7,Passive,tidak_ada_komplain,yes,
NPS-005494,2025-06-26,CUST-377361,apps,6,Detractor,stok_tidak_akurat,no,
NPS-006007,2025-06-26,CUST-612720,b2b,5,Detractor,cs_lambat,no,
NPS-006015,2025-06-26,CUST-819319,in_store,8,Passive,aplikasi_lambat,yes,CMT-006015
NPS-006096,2025-06-26,CUST-133586,b2b,7,Passive,tidak_ada_komplain,yes,
NPS-006797,2025-06-26,CUST-561293,apps,7,Passive,aplikasi_lambat,yes,
NPS-006848,2025-06-26,CUST-288700,b2b,7,Passive,tidak_ada_komplain,yes,
NPS-007051,2025-06-26,CUST-623642,apps,10,Promoter,harga_mahal,yes,CMT-007051
NPS-008164,2025-06-26,CUST-807991,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-009270,2025-06-26,CUST-671126,apps,10,Promoter,obat_tidak_lengkap,yes,CMT-009270
NPS-010507,2025-06-26,CUST-414772,in_store,4,Detractor,kasir_lama,definitely_no,CMT-010507
NPS-010679,2025-06-26,CUST-535633,in_store,9,Promoter,tidak_ada_komplain,yes,
NPS-011015,2025-06-26,CUST-318214,in_store,0,Detractor,obat_tidak_lengkap,definitely_no,
NPS-011041,2025-06-26,CUST-341436,apps,7,Passive,tidak_ada_komplain,yes,CMT-011041
NPS-011956,2025-06-26,CUST-468399,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-000469,2025-06-27,CUST-476865,in_store,8,Passive,tidak_ada_komplain,yes,CMT-000469
NPS-001064,2025-06-27,CUST-979235,in_store,7,Passive,harga_mahal,yes,
NPS-001992,2025-06-27,CUST-462645,apps,5,Detractor,stok_tidak_akurat,no,
NPS-002097,2025-06-27,CUST-686150,in_store,7,Passive,tidak_ada_komplain,yes,CMT-002097
NPS-002600,2025-06-27,CUST-498581,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-003172,2025-06-27,CUST-309404,apps,7,Passive,cs_lambat,yes,CMT-003172
NPS-003864,2025-06-27,CUST-235294,in_store,3,Detractor,harga_mahal,definitely_no,CMT-003864
NPS-003885,2025-06-27,CUST-309516,apps,7,Passive,tidak_ada_komplain,yes,
NPS-003919,2025-06-27,CUST-887808,apps,7,Passive,obat_tidak_lengkap,yes,CMT-003919
NPS-003976,2025-06-27,CUST-416077,b2b,10,Promoter,tidak_ada_komplain,yes,CMT-003976
NPS-004126,2025-06-27,CUST-168628,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-004126
NPS-004508,2025-06-27,CUST-415858,apps,3,Detractor,stok_tidak_akurat,definitely_no,CMT-004508
NPS-004662,2025-06-27,CUST-618004,apps,5,Detractor,harga_mahal,no,
NPS-006114,2025-06-27,CUST-171956,apps,5,Detractor,cs_lambat,no,CMT-006114
NPS-006580,2025-06-27,CUST-706150,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-006649,2025-06-27,CUST-760478,apps,1,Detractor,stok_tidak_akurat,definitely_no,
NPS-007073,2025-06-27,CUST-452510,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-007330,2025-06-27,CUST-997286,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-007534,2025-06-27,CUST-306080,in_store,7,Passive,tidak_ada_komplain,yes,CMT-007534
NPS-007661,2025-06-27,CUST-549053,in_store,4,Detractor,harga_mahal,definitely_no,
NPS-007860,2025-06-27,CUST-634690,in_store,2,Detractor,cs_lambat,definitely_no,CMT-007860
NPS-008503,2025-06-27,CUST-525925,apps,10,Promoter,aplikasi_lambat,yes,CMT-008503
NPS-008531,2025-06-27,CUST-457708,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-008969,2025-06-27,CUST-244232,apps,0,Detractor,aplikasi_lambat,definitely_no,
NPS-009651,2025-06-27,CUST-246346,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-010102,2025-06-27,CUST-486042,b2b,5,Detractor,harga_mahal,no,CMT-010102
NPS-010276,2025-06-27,CUST-827490,apps,8,Passive,tidak_ada_komplain,yes,CMT-010276
NPS-010899,2025-06-27,CUST-788930,in_store,8,Passive,tidak_ada_komplain,yes,CMT-010899
NPS-010910,2025-06-27,CUST-932455,in_store,7,Passive,tidak_ada_komplain,yes,CMT-010910
NPS-010939,2025-06-27,CUST-683224,apps,10,Promoter,aplikasi_lambat,yes,CMT-010939
NPS-011325,2025-06-27,CUST-973716,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-011325
NPS-011448,2025-06-27,CUST-952508,apps,9,Promoter,cs_lambat,yes,CMT-011448
NPS-011541,2025-06-27,CUST-942537,in_store,10,Promoter,tidak_ada_komplain,yes,CMT-011541
NPS-000229,2025-06-28,CUST-485146,apps,5,Detractor,stok_tidak_akurat,no,CMT-000229
NPS-000238,2025-06-28,CUST-869748,in_store,8,Passive,kasir_lama,yes,CMT-000238
NPS-000243,2025-06-28,CUST-342739,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-000309,2025-06-28,CUST-750494,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-000309
NPS-000611,2025-06-28,CUST-487981,apps,7,Passive,tidak_ada_komplain,yes,
NPS-000927,2025-06-28,CUST-380987,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-000927
NPS-000984,2025-06-28,CUST-425186,apps,8,Passive,tidak_ada_komplain,yes,
NPS-001713,2025-06-28,CUST-409963,apps,2,Detractor,harga_mahal,definitely_no,CMT-001713
NPS-002563,2025-06-28,CUST-814335,apps,9,Promoter,aplikasi_lambat,yes,CMT-002563
NPS-002744,2025-06-28,CUST-501848,apps,6,Detractor,stok_tidak_akurat,no,CMT-002744
NPS-003208,2025-06-28,CUST-669048,apps,9,Promoter,tidak_ada_komplain,yes,
NPS-003221,2025-06-28,CUST-917397,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-003303,2025-06-28,CUST-525073,b2b,9,Promoter,tidak_ada_komplain,yes,
NPS-003679,2025-06-28,CUST-270191,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-003679
NPS-003917,2025-06-28,CUST-668036,in_store,8,Passive,tidak_ada_komplain,yes,CMT-003917
NPS-003960,2025-06-28,CUST-448967,apps,7,Passive,tidak_ada_komplain,yes,
NPS-005103,2025-06-28,CUST-744743,in_store,7,Passive,tidak_ada_komplain,yes,CMT-005103
NPS-005404,2025-06-28,CUST-151693,in_store,8,Passive,tidak_ada_komplain,yes,
NPS-005730,2025-06-28,CUST-496940,in_store,9,Promoter,tidak_ada_komplain,yes,CMT-005730
NPS-005747,2025-06-28,CUST-581624,apps,10,Promoter,tidak_ada_komplain,yes,
NPS-006008,2025-06-28,CUST-938780,apps,10,Promoter,stok_tidak_akurat,yes,
NPS-006428,2025-06-28,CUST-760934,apps,6,Detractor,stok_tidak_akurat,no,
NPS-007619,2025-06-28,CUST-257691,in_store,3,Detractor,obat_tidak_lengkap,definitely_no,
NPS-008143,2025-06-28,CUST-829822,in_store,10,Promoter,obat_tidak_lengkap,yes,CMT-008143
NPS-008952,2025-06-28,CUST-602129,in_store,10,Promoter,tidak_ada_komplain,yes,
NPS-009524,2025-06-28,CUST-152137,apps,8,Passive,tidak_ada_komplain,yes,CMT-009524
NPS-010152,2025-06-28,CUST-802168,in_store,5,Detractor,obat_tidak_lengkap,no,CMT-010152
NPS-010376,2025-06-28,CUST-100471,b2b,8,Passive,tidak_ada_komplain,yes,CMT-010376
NPS-010515,2025-06-28,CUST-864096,in_store,10,Promoter,aplikasi_lambat,yes,
