ticket_id,created_at,customer_id,category,description,priority,status,agent_id,response_time_hours,resolved_at,source
TKT-003178,2025-08-30 00:00:00,CUST-563810,error_pembayaran,Sample complaint description 3178,high,closed,AGT-033,38,2025-08-31 14:00:00,website
TKT-003715,2025-08-30 00:00:00,CUST-482154,STOCK_INACCURATE,Sample complaint description 3715,low,closed,AGT-006,57,2025-09-01 09:00:00,phone
TKT-004109,2025-08-30 00:00:00,CUST-380536,stok_kosong_apps,Sample complaint description 4109,medium,closed,AGT-032,19,2025-08-30 19:00:00,whatsapp
TKT-004318,2025-08-30 00:00:00,CUST-192923,error_pembayaran,Sample complaint description 4318,medium,closed,AGT-006,9,2025-08-30 09:00:00,phone
TKT-004341,2025-08-30 00:00:00,CUST-268361,slow_response,Sample complaint description 4341,low,closed,AGT-003,68,2025-09-01 20:00:00,whatsapp
TKT-004634,2025-08-30 00:00:00,CUST-937736,slow_response,Sample complaint description 4634,low,closed,AGT-044,34,2025-08-31 10:00:00,phone
TKT-004880,2025-08-30 00:00:00,CUST-786100,error_pembayaran,Sample complaint description 4880,low,closed,AGT-032,15,2025-08-30 15:00:00,apps
TKT-000026,2025-08-31 00:00:00,CUST-836088,stock_issue,Sample complaint description 26,medium,closed,AGT-039,30,2025-09-01 06:00:00,website
TKT-000239,2025-08-31 00:00:00,CUST-178458,error_pembayaran,Sample complaint description 239,low,closed,AGT-019,45,2025-09-01 21:00:00,apps
TKT-000242,2025-08-31 00:00:00,CUST-331011,stok_tidak_akurat_apps,Sample complaint description 242,high,closed,AGT-031,48,2025-09-02 00:00:00,apps
TKT-000563,2025-08-31 00:00:00,CUST-977155,error_pembayaran,Sample complaint description 563,medium,closed,AGT-037,14,2025-08-31 14:00:00,phone
TKT-000584,2025-08-31 00:00:00,CUST-367813,STOCK_INACCURATE,Sample complaint description 584,low,closed,AGT-043,20,2025-08-31 20:00:00,website
TKT-000773,2025-08-31 00:00:00,CUST-138436,pengiriman_lambat,Sample complaint description 773,low,closed,AGT-042,70,2025-09-02 22:00:00,whatsapp
TKT-000782,2025-08-31 00:00:00,CUST-378587,error_pembayaran,Sample complaint description 782,low,closed,AGT-023,17,2025-08-31 17:00:00,website
TKT-001331,2025-08-31 00:00:00,CUST-930749,stok_tidak_akurat_apps,Sample complaint description 1331,medium,closed,AGT-011,20,2025-08-31 20:00:00,website
TKT-001434,2025-08-31 00:00:00,CUST-771046,error_pembayaran,Sample complaint description 1434,low,closed,AGT-023,28,2025-09-01 04:00:00,whatsapp
TKT-001657,2025-08-31 00:00:00,CUST-169240,stock_issue,Sample complaint description 1657,medium,closed,AGT-028,22,2025-08-31 22:00:00,website
TKT-002050,2025-08-31 00:00:00,CUST-751141,STOCK_INACCURATE,Sample complaint description 2050,high,closed,AGT-007,65,2025-09-02 17:00:00,website
TKT-002138,2025-08-31 00:00:00,CUST-358550,CS_LAMBAT,Sample complaint description 2138,low,closed,AGT-038,14,2025-08-31 14:00:00,phone
TKT-002363,2025-08-31 00:00:00,CUST-405493,error_pembayaran,Sample complaint description 2363,low,open,AGT-022,56,,phone
TKT-002536,2025-08-31 00:00:00,CUST-749218,cs_lambat,Sample complaint description 2536,medium,closed,AGT-019,26,2025-09-01 02:00:00,apps
TKT-002656,2025-08-31 00:00:00,CUST-948272,stock_issue,Sample complaint description 2656,medium,closed,AGT-027,68,2025-09-02 20:00:00,whatsapp
TKT-002730,2025-08-31 00:00:00,CUST-909698,stok_kosong_apps,Sample complaint description 2730,low,closed,AGT-032,41,2025-09-01 17:00:00,whatsapp
TKT-002900,2025-08-31 00:00:00,CUST-874733,stok_kosong_apps,Sample complaint description 2900,medium,closed,AGT-024,12,2025-08-31 12:00:00,website
TKT-003040,2025-08-31 00:00:00,CUST-461036,error_pembayaran,Sample complaint description 3040,low,closed,AGT-036,48,2025-09-02 00:00:00,apps
TKT-003065,2025-08-31 00:00:00,CUST-230488,aplikasi_crash,Sample complaint description 3065,low,closed,AGT-038,28,2025-09-01 04:00:00,website
TKT-003269,2025-08-31 00:00:00,CUST-529405,STOCK_INACCURATE,Sample complaint description 3269,low,pending,AGT-036,54,,whatsapp
TKT-003277,2025-08-31 00:00:00,CUST-790952,stok_tidak_akurat_apps,Sample complaint description 3277,medium,closed,AGT-036,39,2025-09-01 15:00:00,website
TKT-003634,2025-08-31 00:00:00,CUST-430068,stok_tidak_akurat_apps,Sample complaint description 3634,medium,closed,AGT-016,39,2025-09-01 15:00:00,apps
TKT-003701,2025-08-31 00:00:00,CUST-959645,error_pembayaran,Sample complaint description 3701,low,closed,AGT-021,28,2025-09-01 04:00:00,whatsapp
TKT-003814,2025-08-31 00:00:00,CUST-180808,slow_response,Sample complaint description 3814,medium,escalated,AGT-025,26,,website
TKT-003832,2025-08-31 00:00:00,CUST-334722,cs_lambat,Sample complaint description 3832,low,closed,AGT-025,69,2025-09-02 21:00:00,whatsapp
TKT-004126,2025-08-31 00:00:00,CUST-527590,stok_tidak_akurat_apps,Sample complaint description 4126,medium,closed,AGT-015,9,2025-08-31 09:00:00,phone
TKT-004239,2025-08-31 00:00:00,CUST-707631,STOCK_INACCURATE,Sample complaint description 4239,low,closed,AGT-009,59,2025-09-02 11:00:00,apps
TKT-004329,2025-08-31 00:00:00,CUST-252301,cs_lambat,Sample complaint description 4329,high,closed,AGT-042,55,2025-09-02 07:00:00,website
TKT-004836,2025-08-31 00:00:00,CUST-283987,stok_tidak_akurat_apps,Sample complaint description 4836,low,escalated,AGT-006,63,,whatsapp
TKT-004874,2025-08-31 00:00:00,CUST-861122,error_pembayaran,Sample complaint description 4874,medium,closed,AGT-032,69,2025-09-02 21:00:00,website
TKT-004926,2025-08-31 00:00:00,CUST-734027,stok_tidak_akurat_apps,Sample complaint description 4926,low,closed,AGT-015,38,2025-09-01 14:00:00,website
TKT-000443,2025-09-01 00:00:00,CUST-415803,slow_response,Sample complaint description 443,low,closed,AGT-045,30,2025-09-02 06:00:00,phone
TKT-000654,2025-09-01 00:00:00,CUST-697172,stok_tidak_akurat_apps,Sample complaint description 654,high,closed,AGT-040,16,2025-09-01 16:00:00,apps
TKT-001189,2025-09-01 00:00:00,CUST-297620,stok_tidak_akurat_apps,Sample complaint description 1189,low,closed,AGT-042,28,2025-09-02 04:00:00,phone
TKT-001519,2025-09-01 00:00:00,CUST-905396,slow_response,Sample complaint description 1519,low,closed,AGT-029,61,2025-09-03 13:00:00,phone
TKT-001634,2025-09-01 00:00:00,CUST-567139,slow_response,Sample complaint description 1634,medium,closed,AGT-001,22,2025-09-01 22:00:00,website
TKT-001884,2025-09-01 00:00:00,CUST-966097,stok_kosong_apps,Sample complaint description 1884,medium,closed,AGT-009,17,2025-09-01 17:00:00,apps
TKT-002135,2025-09-01 00:00:00,CUST-578296,response_slow,Sample complaint description 2135,low,open,AGT-018,56,,phone
TKT-002213,2025-09-01 00:00:00,CUST-641710,cs_lambat,Sample complaint description 2213,low,closed,AGT-030,55,2025-09-03 07:00:00,apps
TKT-002609,2025-09-01 00:00:00,CUST-728770,lainnya,Sample complaint description 2609,low,closed,AGT-023,54,2025-09-03 06:00:00,whatsapp
TKT-002639,2025-09-01 00:00:00,CUST-723027,response_slow,Sample complaint description 2639,low,closed,AGT-027,14,2025-09-01 14:00:00,phone
TKT-002833,2025-09-01 00:00:00,CUST-150833,error_pembayaran,Sample complaint description 2833,medium,closed,AGT-030,58,2025-09-03 10:00:00,whatsapp
TKT-003046,2025-09-01 00:00:00,CUST-666113,pengiriman_lambat,Sample complaint description 3046,high,closed,AGT-001,55,2025-09-03 07:00:00,apps
TKT-003209,2025-09-01 00:00:00,CUST-543478,error_pembayaran,Sample complaint description 3209,low,closed,AGT-005,15,2025-09-01 15:00:00,apps
TKT-003212,2025-09-01 00:00:00,CUST-133229,CS_LAMBAT,Sample complaint description 3212,medium,closed,AGT-008,21,2025-09-01 21:00:00,phone
TKT-003341,2025-09-01 00:00:00,CUST-647959,stok_tidak_akurat_apps,Sample complaint description 3341,low,closed,AGT-015,12,2025-09-01 12:00:00,phone
TKT-003495,2025-09-01 00:00:00,CUST-663508,cs_lambat,Sample complaint description 3495,medium,closed,AGT-044,49,2025-09-03 01:00:00,whatsapp
TKT-003500,2025-09-01 00:00:00,CUST-325460,CS_LAMBAT,Sample complaint description 3500,low,closed,AGT-004,51,2025-09-03 03:00:00,phone
TKT-003644,2025-09-01 00:00:00,CUST-972909,stok_tidak_akurat_apps,Sample complaint description 3644,low,closed,AGT-031,41,2025-09-02 17:00:00,website
TKT-003775,2025-09-01 00:00:00,CUST-108888,error_pembayaran,Sample complaint description 3775,low,closed,AGT-016,46,2025-09-02 22:00:00,whatsapp
TKT-003829,2025-09-01 00:00:00,CUST-267679,STOCK_INACCURATE,Sample complaint description 3829,low,closed,AGT-009,56,2025-09-03 08:00:00,apps
TKT-004025,2025-09-01 00:00:00,CUST-617489,stok_tidak_akurat_apps,Sample complaint description 4025,high,closed,AGT-019,44,2025-09-02 20:00:00,website
TKT-004032,2025-09-01 00:00:00,CUST-767652,response_slow,Sample complaint description 4032,medium,closed,AGT-044,10,2025-09-01 10:00:00,whatsapp
TKT-004236,2025-09-01 00:00:00,CUST-364060,CS_LAMBAT,Sample complaint description 4236,low,closed,AGT-014,31,2025-09-02 07:00:00,website
TKT-004954,2025-09-01 00:00:00,CUST-996055,stock_issue,Sample complaint description 4954,high,closed,AGT-028,36,2025-09-02 12:00:00,whatsapp
TKT-000231,2025-09-02 00:00:00,CUST-143806,stok_tidak_akurat_apps,Sample complaint description 231,high,closed,AGT-032,32,2025-09-03 08:00:00,website
TKT-000241,2025-09-02 00:00:00,CUST-394039,error_pembayaran,Sample complaint description 241,low,closed,AGT-017,57,2025-09-04 09:00:00,whatsapp
TKT-000402,2025-09-02 00:00:00,CUST-941671,STOCK_INACCURATE,Sample complaint description 402,low,closed,AGT-034,40,2025-09-03 16:00:00,phone
TKT-000803,2025-09-02 00:00:00,CUST-371514,response_slow,Sample complaint description 803,low,closed,AGT-029,62,2025-09-04 14:00:00,apps
TKT-000861,2025-09-02 00:00:00,CUST-605080,CS_LAMBAT,Sample complaint description 861,medium,closed,AGT-038,59,2025-09-04 11:00:00,whatsapp
TKT-001337,2025-09-02 00:00:00,CUST-838302,slow_response,Sample complaint description 1337,low,pending,AGT-021,11,,website
TKT-001803,2025-09-02 00:00:00,CUST-533271,response_slow,Sample complaint description 1803,high,closed,AGT-007,61,2025-09-04 13:00:00,website
TKT-001864,2025-09-02 00:00:00,CUST-467593,stok_kosong_apps,Sample complaint description 1864,low,closed,AGT-003,8,2025-09-02 08:00:00,phone
TKT-002289,2025-09-02 00:00:00,CUST-300649,STOCK_INACCURATE,Sample complaint description 2289,medium,open,AGT-036,67,,apps
TKT-002395,2025-09-02 00:00:00,CUST-759026,response_slow,Sample complaint description 2395,low,closed,AGT-011,69,2025-09-04 21:00:00,phone
TKT-002526,2025-09-02 00:00:00,CUST-499432,stock_issue,Sample complaint description 2526,low,closed,AGT-005,63,2025-09-04 15:00:00,apps
TKT-002539,2025-09-02 00:00:00,CUST-337843,stok_tidak_akurat_apps,Sample complaint description 2539,low,closed,AGT-016,32,2025-09-03 08:00:00,website
TKT-002645,2025-09-02 00:00:00,CUST-767573,stok_kosong_apps,Sample complaint description 2645,low,closed,AGT-037,67,2025-09-04 19:00:00,phone
TKT-002780,2025-09-02 00:00:00,CUST-870586,stok_kosong_apps,Sample complaint description 2780,low,closed,AGT-007,18,2025-09-02 18:00:00,website
TKT-003048,2025-09-02 00:00:00,CUST-112623,stok_tidak_akurat_apps,Sample complaint description 3048,medium,closed,AGT-037,11,2025-09-02 11:00:00,website
TKT-003094,2025-09-02 00:00:00,CUST-446548,error_pembayaran,Sample complaint description 3094,high,closed,AGT-007,46,2025-09-03 22:00:00,phone
TKT-003180,2025-09-02 00:00:00,CUST-625629,stok_tidak_akurat_apps,Sample complaint description 3180,low,escalated,AGT-045,68,,website
TKT-003183,2025-09-02 00:00:00,CUST-586891,stok_kosong_apps,Sample complaint description 3183,low,closed,AGT-045,17,2025-09-02 17:00:00,whatsapp
TKT-003304,2025-09-02 00:00:00,CUST-533725,stock_issue,Sample complaint description 3304,high,closed,AGT-017,33,2025-09-03 09:00:00,phone
TKT-004560,2025-09-02 00:00:00,CUST-387033,pengiriman_lambat,Sample complaint description 4560,medium,closed,AGT-035,35,2025-09-03 11:00:00,website
TKT-004653,2025-09-02 00:00:00,CUST-832022,stok_tidak_akurat_apps,Sample complaint description 4653,medium,closed,AGT-009,38,2025-09-03 14:00:00,whatsapp
TKT-000152,2025-09-03 00:00:00,CUST-727339,stock_issue,Sample complaint description 152,low,closed,AGT-022,72,2025-09-06 00:00:00,whatsapp
TKT-000217,2025-09-03 00:00:00,CUST-187774,stok_tidak_akurat_apps,Sample complaint description 217,low,open,AGT-040,65,,phone
TKT-000441,2025-09-03 00:00:00,CUST-313146,STOCK_INACCURATE,Sample complaint description 441,low,closed,AGT-015,36,2025-09-04 12:00:00,whatsapp
TKT-000616,2025-09-03 00:00:00,CUST-468401,STOCK_INACCURATE,Sample complaint description 616,high,closed,AGT-034,23,2025-09-03 23:00:00,phone
TKT-000819,2025-09-03 00:00:00,CUST-910599,response_slow,Sample complaint description 819,medium,escalated,AGT-041,38,,whatsapp
TKT-000925,2025-09-03 00:00:00,CUST-709604,STOCK_INACCURATE,Sample complaint description 925,low,closed,AGT-028,67,2025-09-05 19:00:00,phone
TKT-001468,2025-09-03 00:00:00,CUST-731181,CS_LAMBAT,Sample complaint description 1468,medium,closed,AGT-013,64,2025-09-05 16:00:00,website
TKT-001529,2025-09-03 00:00:00,CUST-742162,stok_kosong_apps,Sample complaint description 1529,low,closed,AGT-014,13,2025-09-03 13:00:00,apps
TKT-001638,2025-09-03 00:00:00,CUST-793319,stok_tidak_akurat_apps,Sample complaint description 1638,low,closed,AGT-040,46,2025-09-04 22:00:00,whatsapp
TKT-001726,2025-09-03 00:00:00,CUST-617229,stock_issue,Sample complaint description 1726,medium,closed,AGT-022,41,2025-09-04 17:00:00,whatsapp
TKT-001817,2025-09-03 00:00:00,CUST-475446,stock_issue,Sample complaint description 1817,high,closed,AGT-022,47,2025-09-04 23:00:00,website
TKT-001819,2025-09-03 00:00:00,CUST-603123,slow_response,Sample complaint description 1819,medium,pending,AGT-012,18,,whatsapp
TKT-002217,2025-09-03 00:00:00,CUST-476435,slow_response,Sample complaint description 2217,high,closed,AGT-033,46,2025-09-04 22:00:00,apps
TKT-002386,2025-09-03 00:00:00,CUST-235132,cs_lambat,Sample complaint description 2386,low,closed,AGT-004,26,2025-09-04 02:00:00,apps
TKT-002752,2025-09-03 00:00:00,CUST-633397,CS_LAMBAT,Sample complaint description 2752,medium,closed,AGT-024,21,2025-09-03 21:00:00,phone
TKT-003107,2025-09-03 00:00:00,CUST-139821,CS_LAMBAT,Sample complaint description 3107,high,closed,AGT-023,11,2025-09-03 11:00:00,apps
TKT-003150,2025-09-03 00:00:00,CUST-490869,stock_issue,Sample complaint description 3150,low,pending,AGT-035,64,,apps
TKT-004564,2025-09-03 00:00:00,CUST-279095,error_pembayaran,Sample complaint description 4564,low,closed,AGT-043,8,2025-09-03 08:00:00,website
TKT-004565,2025-09-03 00:00:00,CUST-997474,cs_lambat,Sample complaint description 4565,low,closed,AGT-031,26,2025-09-04 02:00:00,whatsapp
TKT-004858,2025-09-03 00:00:00,CUST-841984,STOCK_INACCURATE,Sample complaint description 4858,low,closed,AGT-016,48,2025-09-05 00:00:00,whatsapp
TKT-004899,2025-09-03 00:00:00,CUST-170775,STOCK_INACCURATE,Sample complaint description 4899,low,closed,AGT-027,19,2025-09-03 19:00:00,apps
TKT-000401,2025-09-04 00:00:00,CUST-341749,aplikasi_crash,Sample complaint description 401,low,closed,AGT-011,26,2025-09-05 02:00:00,apps
TKT-000665,2025-09-04 00:00:00,CUST-794722,slow_response,Sample complaint description 665,low,closed,AGT-029,50,2025-09-06 02:00:00,website
TKT-001911,2025-09-04 00:00:00,CUST-635947,pengiriman_lambat,Sample complaint description 1911,low,closed,AGT-031,31,2025-09-05 07:00:00,apps
TKT-002164,2025-09-04 00:00:00,CUST-972701,error_pembayaran,Sample complaint description 2164,medium,closed,AGT-044,69,2025-09-06 21:00:00,whatsapp
TKT-002200,2025-09-04 00:00:00,CUST-837402,pengiriman_lambat,Sample complaint description 2200,high,pending,AGT-038,23,,website
TKT-002210,2025-09-04 00:00:00,CUST-948000,error_pembayaran,Sample complaint description 2210,low,closed,AGT-019,29,2025-09-05 05:00:00,phone
TKT-002296,2025-09-04 00:00:00,CUST-742663,stock_issue,Sample complaint description 2296,low,closed,AGT-039,10,2025-09-04 10:00:00,website
TKT-002413,2025-09-04 00:00:00,CUST-152574,error_pembayaran,Sample complaint description 2413,high,closed,AGT-030,71,2025-09-06 23:00:00,apps
TKT-002596,2025-09-04 00:00:00,CUST-904637,slow_response,Sample complaint description 2596,high,pending,AGT-014,24,,website
TKT-002875,2025-09-04 00:00:00,CUST-623392,cs_lambat,Sample complaint description 2875,low,closed,AGT-045,50,2025-09-06 02:00:00,apps
TKT-002958,2025-09-04 00:00:00,CUST-297035,CS_LAMBAT,Sample complaint description 2958,low,closed,AGT-038,42,2025-09-05 18:00:00,phone
TKT-003176,2025-09-04 00:00:00,CUST-487131,obat_salah,Sample complaint description 3176,high,closed,AGT-006,60,2025-09-06 12:00:00,phone
TKT-003251,2025-09-04 00:00:00,CUST-231012,stok_tidak_akurat_apps,Sample complaint description 3251,medium,closed,AGT-008,22,2025-09-04 22:00:00,website
TKT-004178,2025-09-04 00:00:00,CUST-539244,stock_issue,Sample complaint description 4178,low,closed,AGT-029,69,2025-09-06 21:00:00,phone
TKT-004542,2025-09-04 00:00:00,CUST-409639,slow_response,Sample complaint description 4542,low,closed,AGT-009,17,2025-09-04 17:00:00,whatsapp
TKT-004809,2025-09-04 00:00:00,CUST-212601,stock_issue,Sample complaint description 4809,medium,closed,AGT-021,26,2025-09-05 02:00:00,website
TKT-004990,2025-09-04 00:00:00,CUST-556281,stock_issue,Sample complaint description 4990,high,closed,AGT-036,16,2025-09-04 16:00:00,website
TKT-000179,2025-09-05 00:00:00,CUST-640534,stok_tidak_akurat_apps,Sample complaint description 179,low,closed,AGT-007,55,2025-09-07 07:00:00,website
TKT-000188,2025-09-05 00:00:00,CUST-991245,cs_lambat,Sample complaint description 188,medium,closed,AGT-045,24,2025-09-06 00:00:00,apps
TKT-000396,2025-09-05 00:00:00,CUST-805846,stok_tidak_akurat_apps,Sample complaint description 396,medium,escalated,AGT-035,52,,website
TKT-000420,2025-09-05 00:00:00,CUST-307783,stok_tidak_akurat_apps,Sample complaint description 420,medium,closed,AGT-025,36,2025-09-06 12:00:00,website
TKT-000915,2025-09-05 00:00:00,CUST-408593,cs_lambat,Sample complaint description 915,medium,closed,AGT-029,63,2025-09-07 15:00:00,whatsapp
TKT-000918,2025-09-05 00:00:00,CUST-716433,stock_issue,Sample complaint description 918,high,closed,AGT-014,65,2025-09-07 17:00:00,apps
TKT-001004,2025-09-05 00:00:00,CUST-674556,pengiriman_lambat,Sample complaint description 1004,low,closed,AGT-002,59,2025-09-07 11:00:00,apps
TKT-001277,2025-09-05 00:00:00,CUST-587267,stok_tidak_akurat_apps,Sample complaint description 1277,medium,closed,AGT-001,38,2025-09-06 14:00:00,phone
TKT-001424,2025-09-05 00:00:00,CUST-482811,stok_kosong_apps,Sample complaint description 1424,medium,closed,AGT-011,54,2025-09-07 06:00:00,whatsapp
TKT-001561,2025-09-05 00:00:00,CUST-780489,stock_issue,Sample complaint description 1561,medium,closed,AGT-015,61,2025-09-07 13:00:00,apps
TKT-001868,2025-09-05 00:00:00,CUST-535059,CS_LAMBAT,Sample complaint description 1868,medium,closed,AGT-039,61,2025-09-07 13:00:00,phone
TKT-001887,2025-09-05 00:00:00,CUST-877838,stock_issue,Sample complaint description 1887,low,closed,AGT-010,32,2025-09-06 08:00:00,website
TKT-002136,2025-09-05 00:00:00,CUST-115354,error_pembayaran,Sample complaint description 2136,medium,closed,AGT-003,51,2025-09-07 03:00:00,phone
TKT-002190,2025-09-05 00:00:00,CUST-633180,stock_issue,Sample complaint description 2190,medium,closed,AGT-002,34,2025-09-06 10:00:00,website
TKT-002341,2025-09-05 00:00:00,CUST-251524,error_pembayaran,Sample complaint description 2341,low,closed,AGT-045,27,2025-09-06 03:00:00,phone
TKT-002620,2025-09-05 00:00:00,CUST-190335,error_pembayaran,Sample complaint description 2620,low,closed,AGT-024,56,2025-09-07 08:00:00,whatsapp
TKT-002661,2025-09-05 00:00:00,CUST-890333,promo_tidak_berlaku,Sample complaint description 2661,medium,closed,AGT-035,54,2025-09-07 06:00:00,apps
TKT-002685,2025-09-05 00:00:00,CUST-851011,slow_response,Sample complaint description 2685,high,open,AGT-003,41,,apps
TKT-002855,2025-09-05 00:00:00,CUST-350064,slow_response,Sample complaint description 2855,high,closed,AGT-010,54,2025-09-07 06:00:00,website
TKT-002888,2025-09-05 00:00:00,CUST-448518,stok_kosong_apps,Sample complaint description 2888,medium,closed,AGT-036,23,2025-09-05 23:00:00,apps
TKT-003142,2025-09-05 00:00:00,CUST-629158,cs_lambat,Sample complaint description 3142,low,closed,AGT-004,63,2025-09-07 15:00:00,website
TKT-003218,2025-09-05 00:00:00,CUST-567274,CS_LAMBAT,Sample complaint description 3218,high,closed,AGT-033,36,2025-09-06 12:00:00,phone
TKT-003222,2025-09-05 00:00:00,CUST-343043,stok_kosong_apps,Sample complaint description 3222,medium,closed,AGT-011,31,2025-09-06 07:00:00,whatsapp
TKT-003300,2025-09-05 00:00:00,CUST-485222,stok_tidak_akurat_apps,Sample complaint description 3300,medium,closed,AGT-026,50,2025-09-07 02:00:00,phone
TKT-003355,2025-09-05 00:00:00,CUST-204253,stok_kosong_apps,Sample complaint description 3355,low,closed,AGT-022,60,2025-09-07 12:00:00,apps
TKT-003463,2025-09-05 00:00:00,CUST-428946,stock_issue,Sample complaint description 3463,low,pending,AGT-012,23,,phone
TKT-003795,2025-09-05 00:00:00,CUST-150642,aplikasi_crash,Sample complaint description 3795,high,closed,AGT-014,15,2025-09-05 15:00:00,phone
TKT-004150,2025-09-05 00:00:00,CUST-905503,stock_issue,Sample complaint description 4150,low,closed,AGT-013,61,2025-09-07 13:00:00,apps
TKT-004276,2025-09-05 00:00:00,CUST-319812,STOCK_INACCURATE,Sample complaint description 4276,low,closed,AGT-032,34,2025-09-06 10:00:00,apps
TKT-004617,2025-09-05 00:00:00,CUST-206768,cs_lambat,Sample complaint description 4617,low,closed,AGT-014,72,2025-09-08 00:00:00,apps
TKT-004639,2025-09-05 00:00:00,CUST-364712,error_pembayaran,Sample complaint description 4639,medium,closed,AGT-008,67,2025-09-07 19:00:00,whatsapp
TKT-000086,2025-09-06 00:00:00,CUST-496996,stok_kosong_apps,Sample complaint description 86,high,closed,AGT-029,63,2025-09-08 15:00:00,apps
TKT-000232,2025-09-06 00:00:00,CUST-345056,STOCK_INACCURATE,Sample complaint description 232,low,closed,AGT-028,62,2025-09-08 14:00:00,website
TKT-000264,2025-09-06 00:00:00,CUST-269882,STOCK_INACCURATE,Sample complaint description 264,low,closed,AGT-032,44,2025-09-07 20:00:00,phone
TKT-000272,2025-09-06 00:00:00,CUST-286322,cs_lambat,Sample complaint description 272,high,closed,AGT-012,42,2025-09-07 18:00:00,phone
TKT-000824,2025-09-06 00:00:00,CUST-164682,stock_issue,Sample complaint description 824,low,closed,AGT-012,25,2025-09-07 01:00:00,phone
TKT-001890,2025-09-06 00:00:00,CUST-676833,error_pembayaran,Sample complaint description 1890,medium,closed,AGT-025,23,2025-09-06 23:00:00,website
TKT-002534,2025-09-06 00:00:00,CUST-621633,stock_issue,Sample complaint description 2534,medium,closed,AGT-011,62,2025-09-08 14:00:00,phone
TKT-002541,2025-09-06 00:00:00,CUST-142285,CS_LAMBAT,Sample complaint description 2541,medium,closed,AGT-009,38,2025-09-07 14:00:00,website
TKT-002599,2025-09-06 00:00:00,CUST-454438,cs_lambat,Sample complaint description 2599,medium,pending,AGT-008,57,,whatsapp
TKT-002747,2025-09-06 00:00:00,CUST-826673,CS_LAMBAT,Sample complaint description 2747,low,closed,AGT-024,58,2025-09-08 10:00:00,website
TKT-002796,2025-09-06 00:00:00,CUST-755150,error_pembayaran,Sample complaint description 2796,high,closed,AGT-037,12,2025-09-06 12:00:00,website
TKT-003184,2025-09-06 00:00:00,CUST-478837,stok_kosong_apps,Sample complaint description 3184,low,closed,AGT-034,60,2025-09-08 12:00:00,phone
TKT-003187,2025-09-06 00:00:00,CUST-634144,aplikasi_crash,Sample complaint description 3187,low,closed,AGT-027,49,2025-09-08 01:00:00,phone
TKT-003299,2025-09-06 00:00:00,CUST-526266,stok_kosong_apps,Sample complaint description 3299,high,closed,AGT-014,37,2025-09-07 13:00:00,website
TKT-003554,2025-09-06 00:00:00,CUST-354271,STOCK_INACCURATE,Sample complaint description 3554,medium,closed,AGT-042,11,2025-09-06 11:00:00,whatsapp
TKT-003674,2025-09-06 00:00:00,CUST-799676,CS_LAMBAT,Sample complaint description 3674,medium,pending,AGT-033,53,,whatsapp
TKT-003842,2025-09-06 00:00:00,CUST-596774,stok_kosong_apps,Sample complaint description 3842,medium,closed,AGT-026,19,2025-09-06 19:00:00,apps
TKT-004706,2025-09-06 00:00:00,CUST-136885,STOCK_INACCURATE,Sample complaint description 4706,high,closed,AGT-042,16,2025-09-06 16:00:00,whatsapp
TKT-000169,2025-09-07 00:00:00,CUST-698332,stok_kosong_apps,Sample complaint description 169,low,closed,AGT-028,22,2025-09-07 22:00:00,website
TKT-000373,2025-09-07 00:00:00,CUST-141618,error_pembayaran,Sample complaint description 373,low,closed,AGT-013,46,2025-09-08 22:00:00,phone
TKT-000850,2025-09-07 00:00:00,CUST-537094,pengiriman_lambat,Sample complaint description 850,low,pending,AGT-012,18,,phone
TKT-000875,2025-09-07 00:00:00,CUST-275404,CS_LAMBAT,Sample complaint description 875,medium,closed,AGT-033,50,2025-09-09 02:00:00,whatsapp
TKT-001014,2025-09-07 00:00:00,CUST-367841,cs_lambat,Sample complaint description 1014,low,closed,AGT-017,53,2025-09-09 05:00:00,whatsapp
TKT-001147,2025-09-07 00:00:00,CUST-411642,stock_issue,Sample complaint description 1147,high,closed,AGT-040,24,2025-09-08 00:00:00,website
TKT-001162,2025-09-07 00:00:00,CUST-243235,stok_kosong_apps,Sample complaint description 1162,low,pending,AGT-020,31,,phone
TKT-001509,2025-09-07 00:00:00,CUST-938849,error_pembayaran,Sample complaint description 1509,low,closed,AGT-040,56,2025-09-09 08:00:00,whatsapp
TKT-002192,2025-09-07 00:00:00,CUST-209472,CS_LAMBAT,Sample complaint description 2192,low,closed,AGT-014,55,2025-09-09 07:00:00,website
TKT-002373,2025-09-07 00:00:00,CUST-621255,error_pembayaran,Sample complaint description 2373,high,closed,AGT-043,21,2025-09-07 21:00:00,apps
TKT-004266,2025-09-07 00:00:00,CUST-928141,error_pembayaran,Sample complaint description 4266,medium,closed,AGT-012,32,2025-09-08 08:00:00,apps
TKT-000151,2025-09-08 00:00:00,CUST-328539,stock_issue,Sample complaint description 151,low,closed,AGT-036,69,2025-09-10 21:00:00,apps
TKT-000766,2025-09-08 00:00:00,CUST-426057,CS_LAMBAT,Sample complaint description 766,high,closed,AGT-006,54,2025-09-10 06:00:00,whatsapp
TKT-000790,2025-09-08 00:00:00,CUST-524178,lainnya,Sample complaint description 790,high,escalated,AGT-004,67,,whatsapp
TKT-000987,2025-09-08 00:00:00,CUST-910036,slow_response,Sample complaint description 987,low,closed,AGT-009,50,2025-09-10 02:00:00,website
